station,name,county,latitude,longitude,elevation,year,month,cdsd,emnt,emxt,hdsd,tavg,tmax,tmin
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1970,12,294.7,-20.6,17.2,1524.2,-3.9,0.5,-8.4
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1980,1,0,-20.6,10.6,2307.2,-5.7,-0.6,-10.8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1980,2,0,-23.3,4.4,3045.4,-7.1,-1.4,-12.8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1980,3,0,-24.4,13.9,3682.7,-2.2,3.8,-8.3
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1980,4,1.1,-6.1,30,4032.5,6.7,12.3,1.1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1980,5,9.8,-1.7,30.6,4171.7,14.1,21.5,6.7
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1980,6,40.9,-1.1,33.9,4262.8,16.3,23.5,9.2
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1980,7,135.8,8.9,33.9,1.4,21.4,28.1,14.6
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1980,8,223.6,7.2,31.7,9.2,21,26.9,15.1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1980,9,238.7,0,28.9,120.9,15.1,21.8,8.4
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1980,10,238.7,-8.9,23.3,503.6,6,11.1,0.8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1980,11,238.7,-7.8,18.3,1009.4,1.5,6.2,-3.3
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1980,12,238.7,-22.2,8.9,1763.5,-6,-0.9,-11.1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1990,1,0,-12.8,10,2479.2,-1.9,3.3,-7.1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1990,2,0,-22.2,13.3,3048.9,-3.8,2.9,-10.4
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1990,3,0,-15.6,24.4,3547.8,1.5,7.9,-4.9
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1990,6,,1.7,31.1,,18,24.8,11.1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1990,7,,6.7,34.4,17,19.8,26.4,13.2
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1990,8,,5,31.7,42.8,18.7,25.5,12
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1990,9,,-5.6,30.6,175.3,14.7,22,7.3
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1990,10,,-7.8,25.6,478.9,7.4,14.8,0
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1990,11,,-8.9,23.9,917.4,3.7,10,-2.6
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1990,12,,-23.3,12.2,1596.6,-3.6,1.9,-9.1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1995,1,0,-18.9,6.7,2144.2,-4.4,-0.6,-8.1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1995,2,0,-24.4,8.3,2844.6,-6.7,-0.6,-12.8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1995,3,0,-16.7,23.3,3368.3,1.4,8.2,-5.3
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1995,4,0,-11.7,18.3,3746.3,4.6,11.1,-1.9
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1995,5,0.6,-1.1,28.9,3933.8,12.3,19.6,5
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1995,6,83.2,4.4,36.7,3953.5,20.4,28,12.9
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1995,7,193.3,5.6,37.8,11.9,21.5,28.5,14.5
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1995,9,,-2.8,31.1,,13.8,21.7,5.9
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1995,10,,-2.2,27.8,,9.8,15.9,3.7
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1995,11,,-19.4,15,,-1.8,3.3,-7
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,1995,12,,-22.2,5.6,,-6.5,-1.8,-11.2
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2000,1,0,-25.6,11.1,2231.3,-6.4,-0.9,-12
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2000,2,0,-24.4,17.8,2822.7,-2.1,4.4,-8.5
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2000,3,0,-9.4,24.4,3208.3,4.4,11.3,-2.4
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2000,4,0,-13.3,23.3,3540,6.4,13.4,-0.6
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2000,5,14.4,-0.6,29.4,3680.6,14.3,20.9,7.6
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2000,6,47.8,2.2,31.7,3722,18.2,24.7,11.7
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2000,7,102.3,0,31.1,30.6,19.2,25.9,12.4
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2000,8,166.2,5.6,31.7,52.2,19.7,26.6,12.8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2000,9,194.9,-2.8,33.3,190.2,14.7,21.4,8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2000,10,194.9,-4.4,25.6,417.2,10.6,17.8,3.4
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2000,11,194.9,-8.9,19.4,859.3,2.4,6.2,-1.3
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2000,12,194.9,-25,2.2,1647,-7.9,-2.7,-13.1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2005,1,0,-26.1,11.1,2403.8,-7.6,-3.2,-12
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2005,2,0,-16.7,12.2,3002.8,-3.1,1.3,-7.4
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2005,3,0,-18.9,19.4,3655.4,-2.7,4.2,-9.6
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2005,4,0,-4.4,27.2,3957.8,8.3,16.1,0.4
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2005,5,0.3,-3.3,27.8,4180.1,11.2,18,4.3
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2005,6,122.6,8.3,33.9,4195.7,21.9,28.6,15.1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2005,7,224.9,6.1,33.3,12.2,21.2,28.4,14.1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2005,8,294.3,7.8,33.3,23.9,20.2,26.9,13.4
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2005,9,326.9,5.6,32.2,79.7,17.6,25.1,10
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2005,10,338.9,-4.4,28.9,358.8,9.7,15.6,3.8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2005,11,338.9,-13.3,18.9,827.4,2.7,7.6,-2.2
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2005,12,338.9,-16.1,3.9,1512,-4.5,-1.7,-7.3
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2010,1,0,-21.1,6.1,2350.9,-5.5,-2.4,-8.6
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2010,2,0,-17.2,5,3000.3,-4.9,-0.3,-9.5
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2010,3,0,-10.6,18.9,3472.4,3.1,10.3,-4.1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2010,4,0,-3.3,27.8,3746,9.2,16.7,1.8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2010,5,30,-2.8,31.7,3905.6,14.1,21.4,6.9
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2010,6,77.1,5,30.6,3939.5,18.8,25,12.5
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2010,7,205.5,6.1,32.2,6.7,22.3,28.8,15.7
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2010,8,311.1,7.8,32.8,13.1,21.5,27.9,15.2
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2010,9,329.1,1.7,32.2,155.8,14.2,20.6,7.7
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2010,10,329.1,-2.2,25.6,430.7,9.5,16.6,2.4
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2010,11,329.1,-6.1,15.6,891.1,3,8.1,-2.1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2010,12,329.1,-19.4,8.9,1609.2,-4.8,-1.7,-8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2015,1,0,-26.7,5,2532.2,-8.8,-4.2,-13.3
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2015,2,0,-31.1,1.7,3416.6,-13.2,-6.9,-19.7
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2015,3,0,-22.8,16.7,4002.1,-1.9,4.5,-8.3
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2015,4,0,-7.8,23.9,4367.3,6.2,13.1,-0.8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2015,5,16.1,-1.1,29.4,4507.6,14.3,21.1,7.6
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2015,6,29.8,2.2,27.2,4561.3,17,23.7,10.3
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2015,7,94.6,7.8,32.2,27.1,19.6,26.7,12.4
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2015,8,148,8.9,32.2,50.2,19.3,25.4,13.2
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2015,9,188.5,3.3,31.7,106.7,17.8,24.1,11.5
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2015,10,188.5,-2.8,22.2,390.9,8.9,14.7,3.2
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2015,11,188.5,-10.6,22.2,782.7,4.8,10.5,-0.8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2015,12,188.5,-6.7,14.4,1283.4,2.2,5.3,-1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2020,1,0,-13.9,8.3,2275.1,-2.7,0.3,-5.8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2020,2,0,-16.1,7.2,2939.1,-4.6,-0.1,-9
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2020,3,0,-10,14.4,3453.7,1.7,6.8,-3.4
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2020,4,0,-7.2,20,3864.8,4.6,11.1,-1.8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2020,5,19.8,-3.9,32.2,4031,12.9,19.6,6.3
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2020,6,65.3,2.2,32.2,4076,18.4,26.4,10.3
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2020,7,189.2,11.7,34.4,0,22.8,30.2,15.3
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2020,8,270.2,7.8,32.2,14.8,20.5,27.5,13.5
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2020,9,273.5,-1.1,27.8,145.4,14.1,20.7,7.5
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2020,10,273.5,-5.6,24.4,516.2,6.4,12.2,0.6
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2020,11,273.5,-8.9,23.3,939.7,4.2,10.2,-1.8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2020,12,273.5,-11.7,8.9,1541.6,-1.7,0.9,-4.3
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2025,1,0,-25,8.3,2174.8,-7.1,-3.4,-10.8
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2025,2,0,-23.9,9.4,2878.4,-6.8,-2.1,-11.5
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2025,3,0,-13.9,22.8,3351,2.1,8.7,-4.6
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2025,4,0,-7.2,25,3703.3,6.2,13.3,-1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2025,5,5.2,-3.3,28.3,3887.4,12,19,5.1
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2025,6,69.4,1.1,32.8,3927.2,19.2,26,12.4
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2025,7,177,8.9,35,5.8,21.8,28.7,14.9
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2025,8,245,4.4,32.8,39.2,19.6,26.7,12.5
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2025,9,255.2,1.1,30,105.1,16.5,24.2,8.7
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2025,10,259.2,-3.3,30,350.2,10.5,17.5,3.4
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2025,11,259.2,-10.6,15,850.2,1.7,7.1,-3.7
USC00200779,"BIG RAPIDS WATER TREATMENT PLANT, MI US",Mecosta,43.7072,-85.4819,273.7,2025,12,259.2,-20.6,7.8,1518.5,-5.3,-1.4,-9.1
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1970,1,0,-20,41,4883,10.7,20.5,0.8
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1970,2,0,-27,45,6248,16.2,29.2,3.2
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1970,3,0,0,57,7463,25.8,37.4,14.2
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1970,4,5,18,78,8057,45.4,56.1,34.6
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1970,5,11,20,87,8429,53.2,64.4,42
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1970,6,98,33,98,8523,64.8,78.9,50.6
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1970,7,152.1,6.7,35,13.1,21.1,28.7,13.4
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1970,8,202.4,2.2,31.1,40.3,19.1,27.1,11.1
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1970,9,222.9,-1.7,29.4,169.7,14.7,20.6,8.8
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1970,10,222.9,-7.2,21.7,437.4,9.7,15.1,4.3
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1970,11,222.9,-16.7,13.9,959.3,0.9,5.1,-3.2
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1970,12,222.9,-26.1,11.1,1718.1,-6.1,-1.6,-10.7
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1980,1,0,-27.8,6.7,2559.1,-8.6,-3.8,-13.4
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1980,2,0,-22.2,4.4,3331,-8.3,-3.2,-13.4
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1980,3,0,-20.6,11.7,4003.3,-3.4,2.1,-8.9
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1980,4,0,-6.7,32.8,4339.7,7.1,13.5,0.7
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1980,5,15.6,-1.1,31.7,4471.4,14.6,22.6,6.6
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1980,6,49.8,-1.1,31.1,4546.7,17,24.4,9.6
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1980,7,128.2,7.2,33.9,9.5,20.6,27.8,13.3
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1980,8,186.3,6.1,30,23.1,19.8,25.4,14.2
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1980,9,193,-1.7,27.2,159.8,14,19.8,8.2
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1980,10,193,-7.2,21.7,541.6,6,11.3,0.7
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1980,11,193,-10,14.4,1050.9,1.4,5.4,-2.7
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1980,12,193,-23.9,3.9,1849.1,-7.4,-3.1,-11.7
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1990,1,0,-21.7,8.3,2887.3,-6,1.1,-13.1
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1990,2,0,-25.6,6.7,3634,-8.3,-1.1,-15.6
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1990,3,0,-20.6,18.9,4231.3,-0.9,5.7,-7.6
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1990,4,10.9,-10,31.7,4569.4,7.4,14.4,0.5
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1990,5,10.9,-6.7,28.9,4835.6,9.8,17.1,2.4
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1990,7,,5,32.2,36.9,18.9,25.6,12.2
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1990,8,,3.3,30,74.7,18.3,24.8,11.8
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1990,9,,-0.6,30.6,210.7,14.3,21.2,7.3
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1990,10,,-5,22.8,577.5,6.5,13.2,-0.2
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1990,11,,-8.9,24.4,1049.5,2.6,8.2,-3
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1990,12,,-27.8,12.8,1745.7,-6.8,-1.1,-12.5
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1995,1,0,-22.8,3.3,2449.6,-7.5,-2.5,-12.4
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1995,2,0,-26.1,6.7,3196.1,-8.3,-2.6,-14
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1995,3,0,-27.8,21.7,3807.3,-1.4,5.3,-8.1
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1995,4,0,-13.9,16.1,4293.7,2.1,8.1,-3.9
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1995,5,0,-2.8,28.9,4523,10.9,18.3,3.6
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1995,6,78.3,1.7,35.6,4565.5,19.6,27.2,12
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1995,7,139.1,3.9,36.7,23.6,19.5,26.6,12.5
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1995,8,221.1,7.2,33.3,28.1,20.9,26.6,15.2
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1995,9,227.5,-5.6,30,218.2,12.2,20.4,4.1
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1995,10,228.6,-2.8,27.2,523.8,8.5,13.7,3.3
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1995,11,228.6,-22.8,7.2,1199.5,-4.2,1,-9.4
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,1995,12,228.6,-27.2,5.6,2061.1,-9.5,-3.4,-15.5
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,2000,1,0,-27.2,2.8,,-9.2,-3.4,-14.9
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,2000,2,0,-31.1,12.2,,-5,1,-11
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,2000,3,0,-15,25.6,,2.7,9,-3.6
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,2000,4,0,-9.4,21.7,,4.6,11.6,-2.3
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,2000,5,12.3,-3.3,30.6,,12.9,20.4,5.3
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,2000,6,26.8,0,33.3,,16.4,23.7,9.1
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,2000,7,71.7,2.8,32.2,38.6,18.5,26.3,10.8
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,2000,8,106.5,4.4,31.7,62.5,18.7,26.6,10.8
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,2000,9,117.9,-1.7,33.9,208.4,13.9,21.6,6.1
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,2000,10,119.6,-5,26.1,470.1,9.9,17.8,2.1
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,2000,11,119.6,-11.1,20.6,961,1.4,5.8,-3
USC00207867,"STEPHENSON 8 WNW, MI US",Menominee,45.39028,-87.7025,210.3,2000,12,119.6,-27.8,3.3,1855.8,-10.5,-4.7,-16.4
