station,name,county,latitude,longitude,elevation,year,month,cdsd,emnt,emxt,hdsd,tavg,tmax,tmin
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2010,1,0,-20.6,5,2561.9,-6.7,-2.7,-10.7
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2010,2,0,-15,4.4,3234.4,-5.7,-0.9,-10.4
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2010,3,0,-11.1,18.3,3732.3,2.3,9.2,-4.6
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2010,4,0.6,-6.1,27.8,4032.7,8,15.9,0.1
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2010,5,15.6,-2.2,30.6,4200.1,13.4,20.9,5.9
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2010,6,33.6,3.9,30,4251,17.2,23.3,11.2
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2010,7,112.4,6.1,31.1,8.9,20.6,26.6,14.6
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2010,8,180.3,6.1,31.7,26.7,19.9,26.4,13.5
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2010,9,193.7,0,30.6,190.5,13.3,19.6,7
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2010,10,193.7,-3.3,25,487.5,8.8,15.8,1.7
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2010,11,193.7,-7.8,15.6,964.9,1.9,7.4,-3.7
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2010,12,193.7,-17.2,10,1713.1,-5.8,-2.4,-9.2
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2015,1,0,-26.1,2.8,2737.8,-10.4,-4.6,-16.2
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2015,2,0,-33.9,2.2,3645,-15.3,-8.1,-22.4
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2015,3,0,-23.9,15,4332.1,-3.8,2.9,-10.5
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2015,4,0,-10,22.2,4746.1,4.5,11.4,-2.3
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2015,5,3.4,-2.2,28.3,4933.6,12.4,20.2,4.6
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2015,6,7.3,1.1,26.1,5038.1,15,22.1,7.9
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2015,7,47,5,31.7,44.3,18.2,25.7,10.7
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2015,8,76.8,7.2,30.6,90.4,17.8,23.8,11.8
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2015,9,106.6,3.9,30.6,168.8,16.7,22.9,10.5
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2015,10,106.6,-4.4,23.9,496.2,7.8,13.4,2.1
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2015,11,106.6,-11.7,22.2,930.4,3.9,9.6,-1.9
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2015,12,106.6,-7.8,14.4,1450.3,1.6,5.4,-2.3
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2020,1,0,-18.9,6.7,2421,-3.4,-0.2,-6.6
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2020,2,0,-24.4,7.8,3140.1,-6.5,-1.1,-11.8
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2020,3,0,-13.9,12.8,3708.5,0,5.6,-5.6
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2020,4,0,-7.8,16.1,4145.6,3.8,10.2,-2.7
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2020,5,17.8,-6.7,31.1,4388.7,11.1,17.5,4.6
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2020,6,49.5,1.7,32.2,4450.1,17.3,25.3,9.4
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2020,8,,8.3,30,,19.2,25.4,13
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2020,9,,-1.7,26.7,,13.3,19.8,6.8
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2020,10,,-9.4,21.7,,5.8,11.7,-0.2
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2020,11,,-8.9,23.3,,4,10,-1.9
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2020,12,,-13.3,7.8,,-2.6,0.4,-5.5
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2025,1,0,-28.3,3.3,2327.8,-8.9,-4.2,-13.6
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2025,2,0,-24.4,10.6,3070.1,-8.2,-2.9,-13.5
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2025,3,0,-13.9,21.7,3629.8,0.3,6.6,-6
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2025,4,0,-10,27.2,4041.6,4.6,12.1,-2.9
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2025,5,1.7,-2.2,26.7,4279.8,10.7,16.8,4.6
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2025,6,43.7,1.7,35,4336.4,17.9,25,10.7
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2025,7,123.4,7.2,32.8,16.6,20.4,27,13.7
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2025,8,172.4,4.4,31.1,71.3,18.1,24.9,11.4
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2025,9,173.8,1.1,28.3,169.7,15.1,22.4,7.8
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2025,10,176.4,-3.3,30,442.1,9.6,16.7,2.6
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2025,11,176.4,-8.9,13.3,951.6,1.4,6.2,-3.5
USC00203188,"GLENNIE 2 SE, MI US",Alcona,44.5358,-83.7022,272.5,2025,12,176.4,-22.2,7.2,1718,-6.4,-2.1,-10.6
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,1980,1,0,-17.8,10,2210.7,-5,-0.7,-9.3
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,1980,2,0,-23.3,4.4,2939.3,-6.8,-2.2,-11.3
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,1980,3,0,-22.2,13.9,3551.6,-2.1,3.5,-7.7
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,1980,4,0,-6.1,23.9,3953.7,4.9,9.7,0.2
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,1980,5,6.4,-0.6,31.1,4163.5,11.8,17.9,5.7
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,1980,6,38.6,1.1,33.9,4278.9,15.6,21.9,9.2
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,1980,8,,10.6,31.7,,21,26.1,15.8
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,1980,10,,-4.4,22.2,,6.8,11.3,2.3
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,1980,11,,-9.4,16.7,,2.2,6.5,-2.1
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,1980,12,,-20.6,7.8,,-6,-1.5,-10.6
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2000,1,0,-21.1,8.3,2157.6,-6,-2.1,-9.8
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2000,2,0,-18.9,12.8,2797.6,-3.7,1.3,-8.7
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2000,3,0,-10.6,21.1,3279.6,2.8,7.4,-1.8
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2000,4,0,-6.7,22.8,3689.6,4.7,9,0.4
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2000,5,14.4,-0.6,31.1,3892,12.3,17.2,7.3
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2000,6,33,6.7,33.9,3974.6,16.1,20.8,11.4
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2000,7,72.1,8.9,31.1,31.7,18.6,23.8,13.4
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2000,8,100.5,7.8,30.6,50.8,18.6,23.6,13.7
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2000,9,119.4,2.8,27.8,170.7,15,20.1,9.9
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2000,10,119.4,-1.7,26.1,414.9,10.4,15.7,5.2
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2000,11,119.4,-10.6,16.7,874,3,6.4,-0.4
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2000,12,119.4,-18.3,3.9,1670.1,-7.4,-3,-11.7
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2005,1,0,-20.6,13.9,2236.3,-6.6,-2.6,-10.6
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2005,2,0,-14.4,7.2,2843.4,-3.4,0.5,-7.2
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2005,3,0,-16.7,9.4,3494.6,-2.7,2.3,-7.6
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2005,4,0,-2.2,27.8,3865.6,6,10.8,1.1
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2005,5,0.3,-2.2,27.2,4130.2,9.8,14.7,4.9
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2005,6,43,6.1,36.7,4167.4,18.5,23.1,13.9
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2005,7,132.1,8.3,32.8,11.1,20.9,25.8,15.9
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2005,8,211.7,11.1,35,15.5,20.8,26.1,15.4
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2005,9,240.8,5.6,30,54.4,18,23.5,12.6
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2005,10,246.1,-1.1,23.9,292.2,10.8,15.2,6.5
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2005,11,246.1,-12.2,20,725.9,3.9,8.2,-0.5
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2005,12,246.1,-15,2.8,1410.7,-3.8,-0.5,-7
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2010,1,0,-18.3,5,2287.4,-4.9,-1.8,-7.9
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2010,2,0,-13.3,4.4,2925.2,-4.4,-0.8,-8.1
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2010,3,0,-7.8,18.9,3442,1.7,6,-2.7
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2010,4,2.2,-2.8,30,3782.6,7.1,12.1,2
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2010,5,11.9,-1.1,28.3,3958.4,13,17.7,8.3
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2010,6,24.8,5.6,30,4025.6,16.5,20.8,12.3
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2010,7,109.7,8.9,31.1,7,20.9,25.7,16
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2010,8,197.4,9.4,33.9,14,20.9,25.9,16
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2010,9,216.6,5,32.8,136.2,14.9,19.9,9.9
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2010,10,216.6,-1.7,25.6,407.2,9.6,14.6,4.5
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2010,11,216.6,-5.6,13.3,860.1,3.2,6.8,-0.4
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2010,12,216.6,-16.1,9.4,1565.6,-4.4,-1.6,-7.2
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2015,1,0,-19.4,3.9,2470.1,-8.1,-3.8,-12.4
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2015,2,0,-26.7,-1.1,3340.8,-12.8,-7.5,-18
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2015,3,0,-18.9,14.4,3987.2,-2.5,2.4,-7.4
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2015,4,0,-6.7,16.7,4411.3,4.2,8.4,0
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2015,5,0.6,0,27.8,4622,11.6,16.1,7
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2015,6,3.1,3.3,28.9,4743.3,14.4,18.5,10.2
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2015,7,52.3,7.2,30.6,34.6,18.8,23.5,14.1
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2015,8,89.4,10,30.6,66,18.5,22.7,14.4
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2015,9,117.9,7.8,29.4,112.3,17.7,21.6,13.9
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2015,10,117.9,-1.7,23.9,386.1,9.5,13.8,5.3
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2015,11,117.9,-9.4,18.9,786.5,5,8.9,1.1
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2015,12,117.9,-5.6,12.8,1271.3,2.7,5.5,-0.1
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2020,1,0,-15,6.1,2372.5,-2.9,-0.2,-5.6
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2020,2,0,-18.9,7.8,3063.7,-5.5,-1.1,-9.9
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2020,3,0,-12.8,11.7,3638.5,-0.2,3.2,-3.6
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2020,4,0,-7.2,13.3,4114,2.5,6.8,-1.8
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2020,5,0,-4.4,19.4,4452.2,7.4,11.1,3.8
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2020,6,10.6,3.9,31.1,4554.8,15.3,19.8,10.8
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2020,7,79.2,11.7,31.7,8.1,20.3,24.6,16
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2020,8,133.9,10.6,30,26.6,19.5,23.8,15.2
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2020,9,135.5,1.7,26.1,151.5,14.2,18.7,9.7
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2020,10,135.5,-5,20,502.5,7,11.7,2.3
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2020,11,135.5,-5,21.7,907,4.9,9.4,0.3
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2020,12,135.5,-11.7,6.7,1523.1,-1.5,0.9,-4
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2025,1,0,-22.8,3.3,2184.6,-7.5,-2.9,-12.1
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2025,2,0,-18.9,10.6,2880.3,-6.5,-1.9,-11.1
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2025,3,0,-13.3,19.4,3446.7,0.1,5.5,-5.4
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2025,4,0,-8.9,18.9,3869.2,4.3,9.2,-0.7
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2025,5,0,-1.7,27.8,4139.3,9.3,13.7,4.9
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2025,6,25.8,3.3,34.4,4226.3,16.3,21.7,10.9
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2025,7,89.4,7.8,31.7,15.4,19.9,24.4,15.4
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2025,8,125,6.1,31.7,55.7,18.2,23,13.4
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2025,9,125,3.3,21.1,172.4,14.4,18.6,10.3
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2025,10,125.3,-1.7,25.6,428.9,10.1,14.6,5.5
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2025,11,125.3,-7.8,11.7,925.8,1.8,5.9,-2.4
USC00203628,"HARRISVILLE STATE PARK, MI US",Alcona,44.64975,-83.29585,186.5,2025,12,125.3,-20,7.2,1648.3,-5,-0.9,-9
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2005,1,0,-26.1,2.2,,-9.6,-5.9,-13.3
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2005,2,0,-22.4,7,,-6.5,-1.4,-11.6
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2005,3,0,-23.9,13.3,,-5.5,0.7,-11.8
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2005,4,0,-5.5,26.1,,5.5,11.8,-0.8
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2005,5,0,-3.4,23.7,,9.1,14.8,3.3
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2005,6,31.4,2.5,32.2,,17.6,24.5,10.7
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2005,7,94.7,5.9,33.6,48.5,18.8,25.9,11.8
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2005,8,143.7,4,32.4,96.8,18.4,24.9,11.9
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2005,9,166.9,2.5,32.1,205.2,15.4,22,8.8
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2005,10,172.8,-4.9,25.4,505.1,8.9,13.5,4.2
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2005,11,172.8,-24.3,11.8,1067.3,-0.4,3.9,-4.7
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2005,12,172.8,-21.7,1,1823.8,-6.9,-3.4,-10.4
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2010,1,0,-19.4,3.5,2767.5,-7,-3.9,-10.2
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2010,2,0,-22.2,2.7,3449.8,-6,-2.1,-9.9
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2010,3,0,-19.8,16.3,3980.4,1.2,7.7,-5.3
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2010,4,0,-4.5,24.7,4321.8,6.9,13.5,0.4
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2010,5,15.1,-5.5,31.8,4523.8,12.3,19.2,5.4
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2010,6,22.3,0.9,28.1,4643.1,14.6,19.7,9.5
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2010,7,69.3,3.5,29,16.6,19.3,25.1,13.5
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2010,8,136.4,6.2,30.9,47.8,19.5,25.3,13.7
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2010,9,136.4,-0.3,23.2,246.8,11.2,16.9,5.5
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2010,10,136.4,-1.8,25.9,576.6,7.7,13.8,1.6
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2010,11,136.4,-13.2,15.9,1070.8,1.9,6.1,-2.4
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2010,12,136.4,-19.4,4.9,1813.8,-5.6,-2.8,-8.5
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2015,1,0,-24.6,1.1,3025.9,-10.5,-5.7,-15.2
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2015,2,0,-34.8,-3.4,3987.2,-16,-10.3,-21.7
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2015,3,0,-29.1,11.9,4693.3,-4.4,1.5,-10.4
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2015,4,0,-12,18,5150,3.1,8.6,-2.4
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2015,5,0,-4.9,26.7,5381.6,10.6,17.7,3.5
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2015,6,0,-0.8,25.6,5528.2,13.4,20.1,6.9
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2015,7,39.5,3.1,32.2,56.7,17.8,24.9,10.6
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2015,8,68.5,2.5,33.5,117.8,17.3,23.2,11.4
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2015,9,93.7,-1.8,29.5,216,15.9,21.9,9.9
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2015,10,93.7,-5.4,22.9,577.3,6.7,12,1.4
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2015,11,93.7,-12.8,19.8,1033.4,3.1,8.1,-1.9
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2015,12,93.7,-11,10.1,1613,-0.4,2.8,-3.5
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2020,1,0,-22.4,2.2,2694,-5.1,-2,-8.3
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2020,2,0,-27.2,10.9,3453.1,-7.8,-2.4,-13.2
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2020,3,0,-17.6,8.3,4082.4,-2,2.4,-6.4
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2020,4,0,-13.4,13.5,4603.8,0.9,6.5,-4.6
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2020,5,9.3,-6.4,29,4890.6,9.4,15.3,3.4
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2020,6,26.3,1,29.6,4981.1,15.9,23.1,8.7
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2020,7,97.7,7.9,32,20.1,20,25.6,14.3
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2020,8,127,4.9,30.8,64.8,17.8,23.5,12.2
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2020,9,127.1,-1.3,27.2,241,12.5,18,6.9
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2020,10,127.1,-9.9,20.3,700.8,3.5,8.4,-1.4
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2020,11,127.1,-9.9,24.7,1167.6,2.8,7.7,-2.2
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2020,12,127.1,-16.9,7.7,1829.8,-3,-0.2,-5.9
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2025,1,0,-25.4,4,2447.5,-8.8,-4.9,-12.7
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2025,2,0,-25.2,10.5,3196.7,-8.4,-3.6,-13.2
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2025,3,0,-15,14.7,3822.9,-1.9,3.3,-7
USW00054810,"CHATHAM 1 SE, MI US",Alger,46.3345,-86.92,266.7,2025,4,0,-18.7,18.7,4299.7,2.4,8,-3.1
