"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","EMNT","EMXT","HDSD","TAVG","TMAX","TMIN"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","1995-01","0.0","-19.4","4.4","2311.0","-5.9","-2.7","-9.2"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","1995-02","0.0","-21.7","4.4","3056.9","-8.3","-3.8","-12.8"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","1995-03","0.0","-19.4","18.9","3666.4","-1.3","2.9","-5.5"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","1995-04","0.0","-13.3","12.8","4163.0","1.8","5.7","-2.1"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","1995-05","5.6","1.7","30.0","4420.6","10.2","15.3","5.1"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","1995-06","78.0","2.2","32.8","4502.3","18.0","23.9","12.1"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","1995-01","0.0","-18.9","5.6","2400.2","-6.1","-2.5","-9.6"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","1995-02","0.0","-26.7","6.7","3176.5","-9.4","-4.0","-14.8"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","1995-03","0.0","-23.3","21.7","3778.2","-1.1","5.8","-7.9"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","1995-04","0.0","-18.9","15.6","4257.5","2.4","8.4","-3.7"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","1995-05","0.0","-2.8","26.1","4502.7","10.4","17.8","3.0"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","1995-06","76.2","1.1","36.7","4540.2","19.6","27.9","11.3"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","1995-01","0.0","-17.8","14.4","1878.4","-3.9","-0.5","-7.4"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","1995-02","0.0","-21.7","7.2","2537.9","-6.1","-0.9","-11.3"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","1995-03","0.0","-17.8","22.2","3007.1","2.1","8.0","-3.8"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","1995-04","0.0","-10.0","20.6","3365.9","6.0","11.3","0.6"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","1995-05","2.5","0.6","26.1","3520.1","13.1","19.1","7.1"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","1995-06","81.8","5.6","34.4","3533.1","20.9","27.4","14.3"
"USC00208680","WATERSMEET, MI US","46.2778","-89.1742","484.6","1995-01",,,,,,,
"USC00208680","WATERSMEET, MI US","46.2778","-89.1742","484.6","1995-02",,,,,,,
"USC00208680","WATERSMEET, MI US","46.2778","-89.1742","484.6","1995-03",,,,,,,
"USC00208680","WATERSMEET, MI US","46.2778","-89.1742","484.6","1995-04",,"-17.8","14.4",,"0.8","6.6","-5.1"
"USC00208680","WATERSMEET, MI US","46.2778","-89.1742","484.6","1995-05",,"-3.3","27.8",,"10.2","17.2","3.2"
"USC00208680","WATERSMEET, MI US","46.2778","-89.1742","484.6","1995-06",,,,,,,
"USC00205450","MILAN 4 ESE, MI US","42.06639","-83.61861","204.2","1995-01","0.0","-18.9","16.1","1868.5","-2.9","1.4","-7.3"
"USC00205450","MILAN 4 ESE, MI US","42.06639","-83.61861","204.2","1995-02","0.0","-25.6","9.4","2522.5","-5.0","0.7","-10.7"
"USC00205450","MILAN 4 ESE, MI US","42.06639","-83.61861","204.2","1995-03","0.0","-16.7","22.2","2998.6","3.0","9.6","-3.7"
"USC00205450","MILAN 4 ESE, MI US","42.06639","-83.61861","204.2","1995-04","0.0","-11.1","23.9","3326.3","6.6","13.5","-0.3"
"USC00205450","MILAN 4 ESE, MI US","42.06639","-83.61861","204.2","1995-05","4.2","1.1","27.2","3454.8","14.3","21.2","7.5"
"USC00205450","MILAN 4 ESE, MI US","42.06639","-83.61861","204.2","1995-06","79.6","1.1","35.0","3476.0","20.1","27.2","13.0"
"USC00201492","CHEBOYGAN, MI US","45.65225","-84.47239","177.4","1995-01","0.0","-20.6","5.0","2131.2","-5.1","-1.4","-8.8"
"USC00201492","CHEBOYGAN, MI US","45.65225","-84.47239","177.4","1995-02","0.0","-26.7","10.0","2839.3","-9.0","-3.2","-14.8"
"USC00201492","CHEBOYGAN, MI US","45.65225","-84.47239","177.4","1995-03","0.0","-20.6","21.7","3417.5","-1.1","4.6","-6.8"
"USC00201492","CHEBOYGAN, MI US","45.65225","-84.47239","177.4","1995-04","0.0","-10.0","13.3","3871.2","2.6","7.2","-2.1"
"USC00201492","CHEBOYGAN, MI US","45.65225","-84.47239","177.4","1995-05","0.0","-2.2","25.6","4131.5","9.9","15.7","4.1"
"USC00201492","CHEBOYGAN, MI US","45.65225","-84.47239","177.4","1995-06","39.9","6.1","33.9","4178.3","18.1","24.1","12.1"
"USC00207350","SANDUSKY, MI US","43.4194","-82.8191","235.9","1995-01","0.0","-16.7","13.3",,"-3.6","0.0","-7.2"
"USC00207350","SANDUSKY, MI US","43.4194","-82.8191","235.9","1995-02",,,"7.2",,,"-0.3",
"USC00207350","SANDUSKY, MI US","43.4194","-82.8191","235.9","1995-03",,,"22.8",,,"7.6",
