"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","EMNT","EMXT","HDSD","TAVG","TMAX","TMIN"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","2020-01","0.0","-14.4","3.3","2554.7","-4.7","-2.0","-7.4"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","2020-02","0.0","-20.6","6.1","3295.7","-7.2","-3.3","-11.2"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","2020-03","0.0","-11.1","8.9","3903.0","-1.3","2.0","-4.5"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","2020-04","0.0","-8.9","12.2","4429.3","0.8","4.6","-3.1"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","2020-05","8.6","-4.4","30.6","4725.0","8.8","13.8","3.7"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","2020-06","29.4","2.2","29.4","4842.5","15.1","20.9","9.3"
"USC00203270","GLADSTONE NUMBER 2, MI US","45.8433","-87.0391","218.5","2020-01",,,,,,,
"USC00203270","GLADSTONE NUMBER 2, MI US","45.8433","-87.0391","218.5","2020-02",,,,,,,
"USC00203270","GLADSTONE NUMBER 2, MI US","45.8433","-87.0391","218.5","2020-03",,,,,,,
"USC00203270","GLADSTONE NUMBER 2, MI US","45.8433","-87.0391","218.5","2020-04",,,,,,,
"USC00203270","GLADSTONE NUMBER 2, MI US","45.8433","-87.0391","218.5","2020-05",,,,,,,
"USC00203270","GLADSTONE NUMBER 2, MI US","45.8433","-87.0391","218.5","2020-06",,,,,,,
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","2020-01","0.0","-25.6","6.7","2516.0","-4.2","-0.6","-7.9"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","2020-02","0.0","-26.7","10.0","3242.8","-6.7","-1.2","-12.3"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","2020-03","0.0","-18.3","12.8","3827.1","-0.5","5.3","-6.3"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","2020-04","0.0","-11.1","17.2","4288.2","3.0","9.8","-3.8"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","2020-05","18.6","-10.0","32.2","4546.1","10.6","17.4","3.8"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","2020-06","65.5","-0.6","32.8","4608.7","17.8","25.7","9.9"
"US1MILV0026","FENTON 6.2 WSW, MI US","42.768322","-83.829286","267.3","2020-01",,,,,,,
"US1MILV0026","FENTON 6.2 WSW, MI US","42.768322","-83.829286","267.3","2020-02",,,,,,,
"US1MILV0026","FENTON 6.2 WSW, MI US","42.768322","-83.829286","267.3","2020-03",,,,,,,
"US1MILV0026","FENTON 6.2 WSW, MI US","42.768322","-83.829286","267.3","2020-04",,,,,,,
"US1MILV0026","FENTON 6.2 WSW, MI US","42.768322","-83.829286","267.3","2020-05",,,,,,,
"US1MILV0026","FENTON 6.2 WSW, MI US","42.768322","-83.829286","267.3","2020-06",,,,,,,
"USC00206662","PORT AUSTIN WWTP, MI US","44.0469","-82.9702","184.4","2020-05",,,,,,,
"USC00206662","PORT AUSTIN WWTP, MI US","44.0469","-82.9702","184.4","2020-06",,,,,,,
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","2020-01","0.0","-19.4","11.7",,"-1.3","2.1","-4.8"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","2020-02","0.0","-22.8","10.6",,"-3.3","1.3","-7.9"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","2020-03","0.0","-10.0","16.7",,"3.6","8.8","-1.6"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","2020-04","0.0","-6.7","21.7",,"6.2","12.4","0.0"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","2020-05","27.0","-3.3","31.7",,"13.0","18.8","7.3"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","2020-06","108.3","3.9","32.8",,"20.5","28.2","12.8"
"USC00205451","MILAN WWTP, MI US","42.0811","-83.6769","207.3","2020-01","0.0","-11.7","13.3",,"-0.4","2.7","-3.6"
"USC00205451","MILAN WWTP, MI US","42.0811","-83.6769","207.3","2020-02","0.0","-15.6","11.1",,"-1.8","2.2","-5.7"
"USC00205451","MILAN WWTP, MI US","42.0811","-83.6769","207.3","2020-03","0.0","-8.9","17.8",,"4.1","9.4","-1.1"
"USC00205451","MILAN WWTP, MI US","42.0811","-83.6769","207.3","2020-04","0.0","-5.6","22.2",,"6.8","12.4","1.2"
"USC00205451","MILAN WWTP, MI US","42.0811","-83.6769","207.3","2020-05","26.8","-3.3","31.1",,"13.9","18.9","8.8"
"USC00205451","MILAN WWTP, MI US","42.0811","-83.6769","207.3","2020-06","121.6","6.7","32.8",,"21.0","27.2","14.7"
"USC00206780","QUINCY HILL, MI US","47.1364","-88.5795","349.0","2020-01",,,,,,,
"USC00206780","QUINCY HILL, MI US","47.1364","-88.5795","349.0","2020-02",,,,,,,
"USC00206780","QUINCY HILL, MI US","47.1364","-88.5795","349.0","2020-03",,,,,,,
"USC00206780","QUINCY HILL, MI US","47.1364","-88.5795","349.0","2020-04",,,,,,,
"USC00206780","QUINCY HILL, MI US","47.1364","-88.5795","349.0","2020-05",,,,,,,
"USC00206780","QUINCY HILL, MI US","47.1364","-88.5795","349.0","2020-06",,,,,,,
"US1MIVB0013","PAW PAW 2.0 NE, MI US","42.23743","-85.861711","231.6","2020-01",,,,,,,
"US1MIVB0013","PAW PAW 2.0 NE, MI US","42.23743","-85.861711","231.6","2020-02",,,,,,,
"US1MIVB0013","PAW PAW 2.0 NE, MI US","42.23743","-85.861711","231.6","2020-03",,,,,,,
"US1MIVB0013","PAW PAW 2.0 NE, MI US","42.23743","-85.861711","231.6","2020-04",,,,,,,
"US1MIVB0013","PAW PAW 2.0 NE, MI US","42.23743","-85.861711","231.6","2020-05",,,,,,,
"US1MIVB0013","PAW PAW 2.0 NE, MI US","42.23743","-85.861711","231.6","2020-06",,,,,,,
"US1MIME0008","LAKEVIEW 2.5 NNE, MI US","43.4821245074272","-85.262514129281","303.6","2020-04",,,,,,,
"US1MIME0008","LAKEVIEW 2.5 NNE, MI US","43.4821245074272","-85.262514129281","303.6","2020-05",,,,,,,
"US1MIME0008","LAKEVIEW 2.5 NNE, MI US","43.4821245074272","-85.262514129281","303.6","2020-06",,,,,,,
"US1MIVB0012","PAW PAW 0.7 ESE, MI US","42.215832","-85.877419","227.7","2020-02",,,,,,,
"US1MIVB0012","PAW PAW 0.7 ESE, MI US","42.215832","-85.877419","227.7","2020-03",,,,,,,
"US1MIVB0012","PAW PAW 0.7 ESE, MI US","42.215832","-85.877419","227.7","2020-04",,,,,,,
"US1MIVB0012","PAW PAW 0.7 ESE, MI US","42.215832","-85.877419","227.7","2020-05",,,,,,,
"US1MIVB0012","PAW PAW 0.7 ESE, MI US","42.215832","-85.877419","227.7","2020-06",,,,,,,
"US1MIVB0008","DECATUR 7.0 WNW, MI US","42.131799","-86.107326","240.2","2020-01",,,,,,,
"US1MIVB0008","DECATUR 7.0 WNW, MI US","42.131799","-86.107326","240.2","2020-02",,,,,,,
"US1MIVB0008","DECATUR 7.0 WNW, MI US","42.131799","-86.107326","240.2","2020-03",,,,,,,
"US1MIVB0008","DECATUR 7.0 WNW, MI US","42.131799","-86.107326","240.2","2020-04",,,,,,,
"US1MIVB0008","DECATUR 7.0 WNW, MI US","42.131799","-86.107326","240.2","2020-05",,,,,,,
"US1MIVB0008","DECATUR 7.0 WNW, MI US","42.131799","-86.107326","240.2","2020-06",,,,,,,
"US1MIVB0006","GRAND JUNCTION 1.4 NW, MI US","42.424964","-86.079324","203.0","2020-05",,,,,,,
"US1MIVB0006","GRAND JUNCTION 1.4 NW, MI US","42.424964","-86.079324","203.0","2020-06",,,,,,,
"US1MIOW0014","HOLLAND 4.4 NW, MI US","42.823464","-86.151194","199.0","2020-01",,,,,,,
"US1MIOW0014","HOLLAND 4.4 NW, MI US","42.823464","-86.151194","199.0","2020-02",,,,,,,
"US1MIOW0014","HOLLAND 4.4 NW, MI US","42.823464","-86.151194","199.0","2020-04",,,,,,,
"US1MIOW0014","HOLLAND 4.4 NW, MI US","42.823464","-86.151194","199.0","2020-05",,,,,,,
"US1MIOW0014","HOLLAND 4.4 NW, MI US","42.823464","-86.151194","199.0","2020-06",,,,,,,
"USC00203025","FREMONT 4 WSW, MI US","43.44527","-86.02646","242.9","2020-01","0.0","-12.8","8.9","2165.2","-2.8","0.5","-6.2"
"USC00203025","FREMONT 4 WSW, MI US","43.44527","-86.02646","242.9","2020-02","0.0","-16.7","7.2","2745.7","-3.9","-0.2","-7.7"
"USC00203025","FREMONT 4 WSW, MI US","43.44527","-86.02646","242.9","2020-03","0.0","-8.3","12.8","3246.2","2.2","6.3","-1.9"
"USC00203025","FREMONT 4 WSW, MI US","43.44527","-86.02646","242.9","2020-04","0.0","-3.9","20.0","3637.1","5.3","10.2","0.4"
"USC00203025","FREMONT 4 WSW, MI US","43.44527","-86.02646","242.9","2020-05","24.2","-4.4","31.7","3847.9","12.3","17.6","7.0"
"USC00203025","FREMONT 4 WSW, MI US","43.44527","-86.02646","242.9","2020-06","97.7","2.8","31.7","3887.2","19.5","25.9","13.1"
"US1MIAN0001","WAYLAND 2.0 W, MI US","42.6732292","-85.68013763","225.2","2020-03",,,,,,,
"US1MIAN0001","WAYLAND 2.0 W, MI US","42.6732292","-85.68013763","225.2","2020-04",,,,,,,
"US1MIAN0001","WAYLAND 2.0 W, MI US","42.6732292","-85.68013763","225.2","2020-05",,,,,,,
"US1MIAN0001","WAYLAND 2.0 W, MI US","42.6732292","-85.68013763","225.2","2020-06",,,,,,,
"USC00206658","PONTIAC WWTP, MI US","42.6388","-83.2555","271.3","2020-01","0.0","-11.7","11.1","1826.5","-0.2","3.2","-3.6"
