"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/17/2024","AQS","260650018","1","0.054","ppm","50","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/18/2024","AQS","260650018","1","0.061","ppm","71","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/19/2024","AQS","260650018","1","0.056","ppm","54","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/20/2024","AQS","260650018","1","0.054","ppm","50","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/21/2024","AQS","260650018","1","0.059","ppm","64","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/22/2024","AQS","260650018","1","0.056","ppm","54","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/23/2024","AQS","260650018","1","0.047","ppm","44","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/24/2024","AQS","260650018","1","0.059","ppm","64","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/25/2024","AQS","260650018","1","0.047","ppm","44","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/26/2024","AQS","260650018","1","0.057","ppm","58","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/27/2024","AQS","260650018","1","0.034","ppm","31","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/28/2024","AQS","260650018","1","0.04","ppm","37","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/29/2024","AQS","260650018","1","0.037","ppm","34","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/30/2024","AQS","260650018","1","0.048","ppm","44","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"05/31/2024","AQS","260650018","1","0.061","ppm","71","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/01/2024","AQS","260650018","1","0.056","ppm","54","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/02/2024","AQS","260650018","1","0.047","ppm","44","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/03/2024","AQS","260650018","1","0.059","ppm","64","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/04/2024","AQS","260650018","1","0.054","ppm","50","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/05/2024","AQS","260650018","1","0.041","ppm","38","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/06/2024","AQS","260650018","1","0.043","ppm","40","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/07/2024","AQS","260650018","1","0.033","ppm","31","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/08/2024","AQS","260650018","1","0.038","ppm","35","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/09/2024","AQS","260650018","1","0.041","ppm","38","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/10/2024","AQS","260650018","1","0.039","ppm","36","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/11/2024","AQS","260650018","1","0.052","ppm","48","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/12/2024","AQS","260650018","1","0.061","ppm","71","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/13/2024","AQS","260650018","1","0.057","ppm","58","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/14/2024","AQS","260650018","1","0.049","ppm","45","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/15/2024","AQS","260650018","1","0.042","ppm","39","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/16/2024","AQS","260650018","1","0.062","ppm","74","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/17/2024","AQS","260650018","1","0.055","ppm","51","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/18/2024","AQS","260650018","1","0.037","ppm","34","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/19/2024","AQS","260650018","1","0.051","ppm","47","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/20/2024","AQS","260650018","1","0.043","ppm","40","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/21/2024","AQS","260650018","1","0.049","ppm","45","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/22/2024","AQS","260650018","1","0.052","ppm","48","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/23/2024","AQS","260650018","1","0.029","ppm","27","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/24/2024","AQS","260650018","1","0.045","ppm","42","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/25/2024","AQS","260650018","1","0.049","ppm","45","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/26/2024","AQS","260650018","1","0.04","ppm","37","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/27/2024","AQS","260650018","1","0.035","ppm","32","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/28/2024","AQS","260650018","1","0.033","ppm","31","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/29/2024","AQS","260650018","1","0.038","ppm","35","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"06/30/2024","AQS","260650018","1","0.028","ppm","26","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/01/2024","AQS","260650018","1","0.036","ppm","33","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/02/2024","AQS","260650018","1","0.047","ppm","44","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/03/2024","AQS","260650018","1","0.045","ppm","42","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/04/2024","AQS","260650018","1","0.037","ppm","34","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/05/2024","AQS","260650018","1","0.046","ppm","43","Lansing - Filley","13","76.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/06/2024","AQS","260650018","1","0.037","ppm","34","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/07/2024","AQS","260650018","1","0.045","ppm","42","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/08/2024","AQS","260650018","1","0.051","ppm","47","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/09/2024","AQS","260650018","1","0.043","ppm","40","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/10/2024","AQS","260650018","1","0.042","ppm","39","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/11/2024","AQS","260650018","1","0.028","ppm","26","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/12/2024","AQS","260650018","1","0.044","ppm","41","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/13/2024","AQS","260650018","1","0.054","ppm","50","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/14/2024","AQS","260650018","1","0.047","ppm","44","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/15/2024","AQS","260650018","1","0.052","ppm","48","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/16/2024","AQS","260650018","1","0.049","ppm","45","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/17/2024","AQS","260650018","1","0.034","ppm","31","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/18/2024","AQS","260650018","1","0.028","ppm","26","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/19/2024","AQS","260650018","1","0.042","ppm","39","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/20/2024","AQS","260650018","1","0.046","ppm","43","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/21/2024","AQS","260650018","1","0.042","ppm","39","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/22/2024","AQS","260650018","1","0.041","ppm","38","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/23/2024","AQS","260650018","1","0.046","ppm","43","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/24/2024","AQS","260650018","1","0.033","ppm","31","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/25/2024","AQS","260650018","1","0.03","ppm","28","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/26/2024","AQS","260650018","1","0.039","ppm","36","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/27/2024","AQS","260650018","1","0.046","ppm","43","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/28/2024","AQS","260650018","1","0.05","ppm","46","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/29/2024","AQS","260650018","1","0.038","ppm","35","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/30/2024","AQS","260650018","1","0.043","ppm","40","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"07/31/2024","AQS","260650018","1","0.054","ppm","50","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/01/2024","AQS","260650018","1","0.052","ppm","48","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/02/2024","AQS","260650018","1","0.039","ppm","36","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/03/2024","AQS","260650018","1","0.031","ppm","29","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/04/2024","AQS","260650018","1","0.036","ppm","33","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/05/2024","AQS","260650018","1","0.036","ppm","33","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/06/2024","AQS","260650018","1","0.029","ppm","27","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/07/2024","AQS","260650018","1","0.03","ppm","28","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/08/2024","AQS","260650018","1","0.042","ppm","39","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/09/2024","AQS","260650018","1","0.031","ppm","29","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/10/2024","AQS","260650018","1","0.027","ppm","25","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/11/2024","AQS","260650018","1","0.029","ppm","27","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/12/2024","AQS","260650018","1","0.028","ppm","26","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/13/2024","AQS","260650018","1","0.027","ppm","25","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/14/2024","AQS","260650018","1","0.034","ppm","31","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/15/2024","AQS","260650018","1","0.047","ppm","44","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/16/2024","AQS","260650018","1","0.041","ppm","38","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/17/2024","AQS","260650018","1","0.037","ppm","34","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/18/2024","AQS","260650018","1","0.024","ppm","22","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/19/2024","AQS","260650018","1","0.024","ppm","22","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/20/2024","AQS","260650018","1","0.031","ppm","29","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/21/2024","AQS","260650018","1","0.031","ppm","29","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/22/2024","AQS","260650018","1","0.038","ppm","35","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/23/2024","AQS","260650018","1","0.05","ppm","46","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/24/2024","AQS","260650018","1","0.053","ppm","49","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/25/2024","AQS","260650018","1","0.043","ppm","40","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/26/2024","AQS","260650018","1","0.052","ppm","48","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/27/2024","AQS","260650018","1","0.046","ppm","43","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/28/2024","AQS","260650018","1","0.039","ppm","36","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/29/2024","AQS","260650018","1","0.035","ppm","32","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/30/2024","AQS","260650018","1","0.038","ppm","35","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"08/31/2024","AQS","260650018","1","0.039","ppm","36","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/01/2024","AQS","260650018","1","0.03","ppm","28","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/02/2024","AQS","260650018","1","0.029","ppm","27","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/03/2024","AQS","260650018","1","0.038","ppm","35","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/04/2024","AQS","260650018","1","0.046","ppm","43","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/05/2024","AQS","260650018","1","0.049","ppm","45","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/06/2024","AQS","260650018","1","0.021","ppm","19","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/07/2024","AQS","260650018","1","0.028","ppm","26","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/08/2024","AQS","260650018","1","0.031","ppm","29","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/09/2024","AQS","260650018","1","0.04","ppm","37","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/10/2024","AQS","260650018","1","0.039","ppm","36","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/11/2024","AQS","260650018","1","0.049","ppm","45","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/12/2024","AQS","260650018","1","0.06","ppm","67","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/13/2024","AQS","260650018","1","0.057","ppm","58","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/14/2024","AQS","260650018","1","0.05","ppm","46","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/15/2024","AQS","260650018","1","0.044","ppm","41","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/16/2024","AQS","260650018","1","0.053","ppm","49","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/17/2024","AQS","260650018","1","0.052","ppm","48","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/18/2024","AQS","260650018","1","0.042","ppm","39","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/19/2024","AQS","260650018","1","0.045","ppm","42","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/20/2024","AQS","260650018","1","0.053","ppm","49","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/21/2024","AQS","260650018","1","0.041","ppm","38","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/22/2024","AQS","260650018","1","0.036","ppm","33","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/23/2024","AQS","260650018","1","0.02","ppm","19","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/24/2024","AQS","260650018","1","0.027","ppm","25","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/25/2024","AQS","260650018","1","0.033","ppm","31","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/26/2024","AQS","260650018","1","0.028","ppm","26","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/27/2024","AQS","260650018","1","0.034","ppm","31","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/28/2024","AQS","260650018","1","0.025","ppm","23","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/29/2024","AQS","260650018","1","0.025","ppm","23","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"09/30/2024","AQS","260650018","1","0.023","ppm","21","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"10/01/2024","AQS","260650018","1","0.02","ppm","19","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"10/02/2024","AQS","260650018","1","0.035","ppm","32","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"10/03/2024","AQS","260650018","1","0.043","ppm","40","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"10/04/2024","AQS","260650018","1","0.03","ppm","28","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
"10/05/2024","AQS","260650018","1","0.044","ppm","41","Lansing - Filley","17","100.0000","44201","Ozone","087","29620","Lansing-East Lansing, MI","26","Michigan","065","Ingham","42.76138","-84.562867"
