"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00202298","DUNBAR FOREST EXPERIMENTAL ST, MI US","46.31667","-84.23333","182.9","1970-06","22","0","36",",0,21,+","83",",0,17,","9398","0","59.8",",0","73.3",",,,0","46.3",",,,0"
"USC00203661","HASTINGS, MI US","42.64208","-85.28819","250.2","1970-01","0","0","-13",",0,21,","50",",0,28,",,,"17.8",",0","25.5",",,,0","10.0",",,,0"
"USC00203661","HASTINGS, MI US","42.64208","-85.28819","250.2","1970-02","0","0","-8",",0,13,","48",",0,01,",,,"24.3",",0","33.4",",,,0","15.2",",,,0"
"USC00203661","HASTINGS, MI US","42.64208","-85.28819","250.2","1970-03","0","0","7","1,0,29,+","53","2,0,21,+",,,"29.9","2,0","39.6","2,,,0","20.2","1,,,0"
"USC00203661","HASTINGS, MI US","42.64208","-85.28819","250.2","1970-04",,,,,,,,,,,,,,
"USC00203661","HASTINGS, MI US","42.64208","-85.28819","250.2","1970-05",,,"28",",0,06,","88",",0,21,",,,"62.6",",0","74.9",",,,0","50.2",",,,0"
"USC00203661","HASTINGS, MI US","42.64208","-85.28819","250.2","1970-06",,,"38",",0,04,","93",",0,30,",,,"68.0",",0","80.6",",,,0","55.4",",,,0"
"USC00209006","WILLIAMSTON, MI US","42.7103","-84.2503","272.8","1970-01",,,,,,,,,,,,,,
"USC00209006","WILLIAMSTON, MI US","42.7103","-84.2503","272.8","1970-02",,,,,,,,,,,,,,
"USC00209006","WILLIAMSTON, MI US","42.7103","-84.2503","272.8","1970-03",,,,,,,,,,,,,,
"USC00209006","WILLIAMSTON, MI US","42.7103","-84.2503","272.8","1970-04",,,,,,,,,,,,,,
"USC00209006","WILLIAMSTON, MI US","42.7103","-84.2503","272.8","1970-05",,,,,,,,,,,,,,
"USC00209006","WILLIAMSTON, MI US","42.7103","-84.2503","272.8","1970-06",,,,,,,,,,,,,,
"USC00200552","BATTLE CREEK 5 NW, MI US","42.3678","-85.2634","281.3","1970-01","0","0","-13",",0,22,","48",",0,28,","4164","0","17.3",",0","25.0",",,,0","9.7",",,,0"
"USC00200552","BATTLE CREEK 5 NW, MI US","42.3678","-85.2634","281.3","1970-02","0","0","-7",",0,04,","48",",0,18,","5328","0","23.4",",0","31.9",",,,0","15.0",",,,0"
"USC00200552","BATTLE CREEK 5 NW, MI US","42.3678","-85.2634","281.3","1970-03","0","0","8",",0,15,","52",",0,21,","6405","0","30.3",",0","38.2",",,,0","22.3",",,,0"
"USC00200552","BATTLE CREEK 5 NW, MI US","42.3678","-85.2634","281.3","1970-04","16","0","20",",0,05,","81",",0,29,","6934","0","47.9",",0","57.4",",,,0","38.4",",,,0"
"USC00200552","BATTLE CREEK 5 NW, MI US","42.3678","-85.2634","281.3","1970-05","80","0","27",",0,03,","85",",0,22,+","7117","0","61.2",",0","72.4",",,,0","49.9",",,,0"
"USC00200552","BATTLE CREEK 5 NW, MI US","42.3678","-85.2634","281.3","1970-06","223","0","41",",0,20,","95",",0,30,","7168","0","68.1",",0","79.5",",,,0","56.7",",,,0"
"USC00207742","SPALDING 1 NW, MI US","45.7019","-87.5255","262.1","1970-01",,,,,,,,,,,,,,
"USC00207742","SPALDING 1 NW, MI US","45.7019","-87.5255","262.1","1970-02",,,,,,,,,,,,,,
"USC00207742","SPALDING 1 NW, MI US","45.7019","-87.5255","262.1","1970-03",,,,,,,,,,,,,,
"USC00207742","SPALDING 1 NW, MI US","45.7019","-87.5255","262.1","1970-04",,,,,,,,,,,,,,
"USC00207742","SPALDING 1 NW, MI US","45.7019","-87.5255","262.1","1970-05",,,,,,,,,,,,,,
"USC00207742","SPALDING 1 NW, MI US","45.7019","-87.5255","262.1","1970-06",,,,,,,,,,,,,,
"USC00203785","HIGGINS LAKE, MI US","44.51667","-84.75","363.0","1970-01","0","0","-20","1,0,21,","36",",0,29,","4702","0","12.1","1,0","21.9",",,,0","2.3","1,,,0"
"USC00203785","HIGGINS LAKE, MI US","44.51667","-84.75","363.0","1970-02","0","0","-22","4,0,14,","45","4,0,02,","5843","0","16.1","5,0","30.1","4,,,0","2.0","4,,,0"
"USC00203785","HIGGINS LAKE, MI US","44.51667","-84.75","363.0","1970-03","0","0","-10","2,0,29,","50","2,0,22,","7014","0","22.8","3,0","35.3","2,,,0","10.3","2,,,0"
"USC00203785","HIGGINS LAKE, MI US","44.51667","-84.75","363.0","1970-04","0","0","12",",0,05,","81",",0,30,","7747","0","40.6",",0","52.1",",,,0","29.0",",,,0"
"USC00203785","HIGGINS LAKE, MI US","44.51667","-84.75","363.0","1970-05","8","0","21",",0,06,","87",",0,22,","8129","0","52.9",",0","64.5",",,,0","41.3",",,,0"
"USC00203785","HIGGINS LAKE, MI US","44.51667","-84.75","363.0","1970-06","80","0","31",",0,20,","90",",0,30,+","8266","0","62.9",",0","76.6",",,,0","49.1",",,,0"
"USC00202611","ENTRICAN 1 W, MI US","43.35","-85.16667","287.1","1970-01",,,,,,,,,,,,,,
"USC00202611","ENTRICAN 1 W, MI US","43.35","-85.16667","287.1","1970-02",,,,,,,,,,,,,,
"USC00202611","ENTRICAN 1 W, MI US","43.35","-85.16667","287.1","1970-03",,,,,,,,,,,,,,
"USC00202611","ENTRICAN 1 W, MI US","43.35","-85.16667","287.1","1970-04",,,,,,,,,,,,,,
"USC00202611","ENTRICAN 1 W, MI US","43.35","-85.16667","287.1","1970-05",,,,,,,,,,,,,,
"USC00202611","ENTRICAN 1 W, MI US","43.35","-85.16667","287.1","1970-06",,,,,,,,,,,,,,
"USC00205567","MONTAGUE 4 NW, MI US","43.461","-86.41773","198.1","1970-01","0","0","-8",",0,24,","43",",0,28,","3933","0","20.6",",0","27.6",",,,0","13.5",",,,0"
"USC00205567","MONTAGUE 4 NW, MI US","43.461","-86.41773","198.1","1970-02","0","0","-5",",0,28,","44",",0,23,+","5081","0","24.0",",0","33.1",",,,0","14.9",",,,0"
"USC00205567","MONTAGUE 4 NW, MI US","43.461","-86.41773","198.1","1970-03","0","0","6",",0,11,","55",",0,21,","6157","0","30.3",",0","40.6",",,,0","20.0",",,,0"
"USC00205567","MONTAGUE 4 NW, MI US","43.461","-86.41773","198.1","1970-04","6","0","20",",0,07,","84",",0,29,","6703","0","47.0",",0","57.9",",,,0","36.1",",,,0"
"USC00205567","MONTAGUE 4 NW, MI US","43.461","-86.41773","198.1","1970-05","49","0","24",",0,06,","85",",0,30,","6951","0","58.4",",0","68.9",",,,0","47.9",",,,0"
"USC00205567","MONTAGUE 4 NW, MI US","43.461","-86.41773","198.1","1970-06","153","0","39",",0,25,","88",",0,30,","7023","0","66.1",",0","77.7",",,,0","54.5",",,,0"
"USC00207880","STEUBEN, MI US","46.18535","-86.46418","221.9","1970-01",,,,,,,,,,,,,,
"USC00207880","STEUBEN, MI US","46.18535","-86.46418","221.9","1970-02",,,,,,,,,,,,,,
"USC00207880","STEUBEN, MI US","46.18535","-86.46418","221.9","1970-03",,,,,,,,,,,,,,
"USC00207880","STEUBEN, MI US","46.18535","-86.46418","221.9","1970-04",,,,,,,,,,,,,,
"USC00207880","STEUBEN, MI US","46.18535","-86.46418","221.9","1970-05",,,,,,,,,,,,,,
"USC00207880","STEUBEN, MI US","46.18535","-86.46418","221.9","1970-06",,,,,,,,,,,,,,
"USC00207089","ROGERS CITY 3 S, MI US","45.38333","-83.83333","224.9","1970-01","0","0","-13",",0,19,","40",",0,31,","4585","0","14.7",",0","23.3",",,,0","6.1",",,,0"
"USC00207089","ROGERS CITY 3 S, MI US","45.38333","-83.83333","224.9","1970-02","0","0","-18",",0,04,","47",",0,01,","5912","0","17.6",",0","29.0",",,,0","6.2",",,,0"
"USC00207089","ROGERS CITY 3 S, MI US","45.38333","-83.83333","224.9","1970-03","0","0","-5",",0,29,","49",",0,19,","7141","0","25.4",",0","36.3",",,,0","14.4",",,,0"
"USC00207089","ROGERS CITY 3 S, MI US","45.38333","-83.83333","224.9","1970-04",,,"12",",0,01,",,,,,,,,,"31.5",",,,0"
"USC00207089","ROGERS CITY 3 S, MI US","45.38333","-83.83333","224.9","1970-05",,,"25","1,0,06,","81","1,0,19,+",,,"52.3","1,0","64.2","1,,,0","40.3","1,,,0"
"USC00207089","ROGERS CITY 3 S, MI US","45.38333","-83.83333","224.9","1970-06",,,"34",",0,20,","89",",0,29,+",,,"61.7",",0","76.0",",,,0","47.4",",,,0"
"USW00094814","HOUGHTON LAKE ROSCOMMON CO AIRPORT, MI US","44.35904","-84.6739","350.6","1970-01","0","0","-19",",0,21,","39",",0,31,","4858","0","12.4",",0","21.3",",,,0","3.5",",,,0"
"USW00094814","HOUGHTON LAKE ROSCOMMON CO AIRPORT, MI US","44.35904","-84.6739","350.6","1970-02","0","0","-25",",0,14,+","43",",0,01,","6237","0","15.8",",0","28.0",",,,0","3.5",",,,0"
"USW00094814","HOUGHTON LAKE ROSCOMMON CO AIRPORT, MI US","44.35904","-84.6739","350.6","1970-03","0","0","-8",",0,29,","48",",0,21,","7543","0","22.9",",0","34.2",",,,0","11.5",",,,0"
"USW00094814","HOUGHTON LAKE ROSCOMMON CO AIRPORT, MI US","44.35904","-84.6739","350.6","1970-04","5","0","13",",0,05,","84",",0,29,","8233","0","42.2",",0","52.6",",,,0","31.7",",,,0"
"USW00094814","HOUGHTON LAKE ROSCOMMON CO AIRPORT, MI US","44.35904","-84.6739","350.6","1970-05","18","0","26",",0,06,","82",",0,21,","8590","0","53.9",",0","63.9",",,,0","43.9",",,,0"
"USW00094814","HOUGHTON LAKE ROSCOMMON CO AIRPORT, MI US","44.35904","-84.6739","350.6","1970-06","91","0","34",",0,20,","91",",0,30,","8716","0","63.2",",0","75.2",",,,0","51.2",",,,0"
"USC00205065","MANISTEE 3 SE, MI US","44.2113","-86.2938","204.2","1970-01","0","0","-6",",0,24,","40",",0,29,+","3972","0","19.8",",0","25.8",",,,0","13.7",",,,0"
"USC00205065","MANISTEE 3 SE, MI US","44.2113","-86.2938","204.2","1970-02","0","0","-12",",0,28,","41",",0,01,","5139","0","23.3",",0","31.1",",,,0","15.5",",,,0"
"USC00205065","MANISTEE 3 SE, MI US","44.2113","-86.2938","204.2","1970-03","0","0","3",",0,09,","49",",0,20,+","6274","0","28.4",",0","37.0",",,,0","19.7",",,,0"
"USC00205065","MANISTEE 3 SE, MI US","44.2113","-86.2938","204.2","1970-04","11","0","22",",0,13,+","86",",0,29,","6871","0","45.5",",0","56.4",",,,0","34.5",",,,0"
"USC00205065","MANISTEE 3 SE, MI US","44.2113","-86.2938","204.2","1970-05","44","0","29",",0,03,","82",",0,29,","7146","0","57.2",",0","67.1",",,,0","47.3",",,,0"
"USC00205065","MANISTEE 3 SE, MI US","44.2113","-86.2938","204.2","1970-06","149","0","40",",0,25,","90",",0,30,","7225","0","65.9",",0","77.0",",,,0","54.8",",,,0"
"USC00204090","IRON MTN KINGSFORD WWTP, MI US","45.7858","-88.0841","326.4","1970-01","0","0","-22",",0,18,","42",",0,31,","5055","0","9.7",",0","20.3",",,,0","-0.9",",,,0"
"USC00204090","IRON MTN KINGSFORD WWTP, MI US","45.7858","-88.0841","326.4","1970-02","0","0","-24",",0,14,","45",",0,23,+","6450","0","15.2",",0","28.6",",,,0","1.7",",,,0"
"USC00204090","IRON MTN KINGSFORD WWTP, MI US","45.7858","-88.0841","326.4","1970-03","0","0","-2",",0,08,","56",",0,21,","7695","0","24.8",",0","37.1",",,,0","12.6",",,,0"
"USC00204090","IRON MTN KINGSFORD WWTP, MI US","45.7858","-88.0841","326.4","1970-04","4","0","13",",0,11,","81",",0,29,","8355","0","43.1",",0","54.9",",,,0","31.4",",,,0"
"USC00204090","IRON MTN KINGSFORD WWTP, MI US","45.7858","-88.0841","326.4","1970-05","16","0","20",",0,06,","86",",0,18,","8753","0","52.5",",0","64.3",",,,0","40.8",",,,0"
"USC00204090","IRON MTN KINGSFORD WWTP, MI US","45.7858","-88.0841","326.4","1970-06","91","0","35",",0,21,+","93",",0,29,","8850","0","64.3",",0","77.8",",,,0","50.7",",,,0"
"USC00200446","BALDWIN, MI US","43.9005","-85.8505","254.5","1970-01",,,,,"41","5,0,29,",,,,,"24.5","5,,,0",,
"USC00200446","BALDWIN, MI US","43.9005","-85.8505","254.5","1970-03",,,"-4","3,0,09,","48","4,0,19,",,,"26.6","4,0","39.0","4,,,0","14.2","3,,,0"
"USC00200446","BALDWIN, MI US","43.9005","-85.8505","254.5","1970-04",,,"18",",0,05,+","87",",0,30,",,,"45.9",",0","57.9",",,,0","34.0",",,,0"
"USC00200446","BALDWIN, MI US","43.9005","-85.8505","254.5","1970-05",,,"26",",0,03,","87",",0,21,",,,"59.7",",0","71.7",",,,0","47.7",",,,0"
"USC00200446","BALDWIN, MI US","43.9005","-85.8505","254.5","1970-06",,,"44",",0,03,","92",",0,30,",,,"69.9",",0","79.4",",,,0","60.3",",,,0"
"USC00200568","BAY CITY, MI US","43.61667","-83.86667","180.1","1970-01","0","0","-5",",0,21,","47",",0,28,","4177","0","16.9",",0","24.1",",,,0","9.8",",,,0"
"USC00200568","BAY CITY, MI US","43.61667","-83.86667","180.1","1970-02","0","0","-4",",0,13,+","48",",0,01,","5373","0","22.3",",0","30.5",",,,0","14.0",",,,0"
"USC00200568","BAY CITY, MI US","43.61667","-83.86667","180.1","1970-03","0","0","10",",0,08,","49",",0,21,+","6482","0","29.2",",0","36.2",",,,0","22.3",",,,0"
"USC00200568","BAY CITY, MI US","43.61667","-83.86667","180.1","1970-04","11","0","22",",0,03,","84",",0,29,","7066","0","45.9",",0","54.6",",,,0","37.3",",,,0"
"USC00200568","BAY CITY, MI US","43.61667","-83.86667","180.1","1970-05","40","0","31",",0,06,","86",",0,21,","7344","0","57.0",",0","66.7",",,,0","47.2",",,,0"
"USC00200568","BAY CITY, MI US","43.61667","-83.86667","180.1","1970-06","165","0","44",",0,19,+","90",",0,17,","7407","0","67.0",",0","76.5",",,,0","57.6",",,,0"
"USW00014859","GRAND MARAIS, MI US","46.66667","-85.95","190.2","1970-01","0","0","-4",",0,22,","34",",0,31,","4762","0","16.2",",0","22.1",",,,0","10.3",",,,0"
"USW00014859","GRAND MARAIS, MI US","46.66667","-85.95","190.2","1970-02","0","0","-17","1,0,04,","46",",0,23,","6071","0","16.9","1,0","25.6",",,,0","8.1","1,,,0"
"USW00014859","GRAND MARAIS, MI US","46.66667","-85.95","190.2","1970-03","0","0","-8",",0,29,","44",",0,22,","7389","0","22.5",",0","30.9",",,,0","14.1",",,,0"
"USW00014859","GRAND MARAIS, MI US","46.66667","-85.95","190.2","1970-04","3","0","10",",0,11,","80","1,0,29,","8139","0","39.1","1,0","48.7","1,,,0","29.5",",,,0"
"USW00014859","GRAND MARAIS, MI US","46.66667","-85.95","190.2","1970-05","4","0","26",",0,06,","82",",0,29,","8683","0","47.5",",0","57.1",",,,0","37.8",",,,0"
"USW00014859","GRAND MARAIS, MI US","46.66667","-85.95","190.2","1970-06","36","0","33",",0,03,","86","1,0,17,","8905","0","58.2","1,0","71.5","1,,,0","44.9",",,,0"
"USW00014858","HANCOCK HOUGHTON CO AIRPORT, MI US","47.16594","-88.48076","323.9","1970-01","0","X","-15",",X,22,","32",",X,31,+","5240","X","10.6",",X","16.8",",,,X","4.5",",,,X"
"USW00014858","HANCOCK HOUGHTON CO AIRPORT, MI US","47.16594","-88.48076","323.9","1970-02","0","X","-21",",X,04,","43",",X,23,","6776","X","10.1",",X","20.7",",,,X","-0.5",",,,X"
"USW00014858","HANCOCK HOUGHTON CO AIRPORT, MI US","47.16594","-88.48076","323.9","1970-03","0","X","-4",",X,08,","45",",X,22,","8146","X","20.8",",X","28.7",",,,X","12.9",",,,X"
"USW00014858","HANCOCK HOUGHTON CO AIRPORT, MI US","47.16594","-88.48076","323.9","1970-04","0","X","14",",X,02,+","75",",X,29,","8995","X","36.7",",X","44.6",",,,X","28.9",",,,X"
"USW00014858","HANCOCK HOUGHTON CO AIRPORT, MI US","47.16594","-88.48076","323.9","1970-05","2","X","26",",X,06,","80",",X,29,","9621","X","44.8",",X","52.8",",,,X","36.9",",,,X"
"USW00014858","HANCOCK HOUGHTON CO AIRPORT, MI US","47.16594","-88.48076","323.9","1970-06","44","X","38",",X,19,+","88",",X,09,","9818","X","59.8",",X","71.0",",,,X","48.7",",,,X"
"USC00205698","MUNITH 5 SW, MI US","42.35","-84.31667","289.6","1970-02",,,,,,,,,,,,,,
"USC00205698","MUNITH 5 SW, MI US","42.35","-84.31667","289.6","1970-03",,,,,,,,,,,,,,
"USC00205698","MUNITH 5 SW, MI US","42.35","-84.31667","289.6","1970-04",,,,,,,,,,,,,,
"USC00205698","MUNITH 5 SW, MI US","42.35","-84.31667","289.6","1970-05",,,,,,,,,,,,,,
"USC00207515","SENEY WILDLIFE REF, MI US","46.28333","-85.95","216.4","1970-01","0","0","-18",",0,19,","36",",0,31,","4743","0","13.4",",0","22.7",",,,0","4.0",",,,0"
"USC00207515","SENEY WILDLIFE REF, MI US","46.28333","-85.95","216.4","1970-02","0","0","-27",",0,04,","44",",0,23,","6137","0","15.2",",0","28.0",",,,0","2.4",",,,0"
"USC00207515","SENEY WILDLIFE REF, MI US","46.28333","-85.95","216.4","1970-03","0","0","-11",",0,29,","53",",0,19,","7441","0","22.9",",0","36.0",",,,0","9.9",",,,0"
"USC00207515","SENEY WILDLIFE REF, MI US","46.28333","-85.95","216.4","1970-04","1","0","13","1,0,11,","80",",0,28,","8111","0","41.7","1,0","52.1",",,,0","31.2","1,,,0"
"USC00207515","SENEY WILDLIFE REF, MI US","46.28333","-85.95","216.4","1970-05","1","0","26","1,0,06,","80",",0,21,","8541","0","50.8","1,0","61.0",",,,0","40.5","1,,,0"
"USC00207515","SENEY WILDLIFE REF, MI US","46.28333","-85.95","216.4","1970-06","41","0","34",",0,20,","90",",0,29,","8662","0","62.3",",0","76.4",",,,0","48.2",",,,0"
"USC00206300","OWOSSO WWTP, MI US","43.0161","-84.18","222.5","1970-01","0","0","-9",",0,21,","46",",0,29,+","4140","0","16.8",",0","24.8",",,,0","8.9",",,,0"
"USC00206300","OWOSSO WWTP, MI US","43.0161","-84.18","222.5","1970-02","0","0","-5",",0,13,","49",",0,01,","5306","0","23.4",",0","32.5",",,,0","14.3",",,,0"
"USC00206300","OWOSSO WWTP, MI US","43.0161","-84.18","222.5","1970-03","0","0","7",",0,14,","51",",0,21,+","6406","0","29.5",",0","37.8",",,,0","21.1",",,,0"
"USC00206300","OWOSSO WWTP, MI US","43.0161","-84.18","222.5","1970-04","15","0","17",",0,03,","82",",0,29,","6948","0","47.4",",0","57.5",",,,0","37.3",",,,0"
"USC00206300","OWOSSO WWTP, MI US","43.0161","-84.18","222.5","1970-05","66","0","29",",0,06,","85",",0,21,","7148","0","60.2",",0","70.3",",,,0","50.1",",,,0"
"USC00206300","OWOSSO WWTP, MI US","43.0161","-84.18","222.5","1970-06","182","0","38",",0,04,","93",",0,30,","7217","0","66.6",",0","78.1",",,,0","55.0",",,,0"
"USC00204244","KALAMAZOO STATE HOSPITAL, MI US","42.28333","-85.6","289.6","1970-01","0","0","-11",",0,22,","48",",0,29,","3822","0","20.0",",0","27.6",",,,0","12.4",",,,0"
"USC00204244","KALAMAZOO STATE HOSPITAL, MI US","42.28333","-85.6","289.6","1970-02","0","0","-6",",0,04,","47",",0,25,+","4910","0","26.2",",0","34.2",",,,0","18.1",",,,0"
"USC00204244","KALAMAZOO STATE HOSPITAL, MI US","42.28333","-85.6","289.6","1970-03","0","0","10",",0,15,","53",",0,21,","5915","0","32.6",",0","41.1",",,,0","24.1",",,,0"
"USC00204244","KALAMAZOO STATE HOSPITAL, MI US","42.28333","-85.6","289.6","1970-04","18","0","26",",0,05,","82",",0,30,+","6387","0","49.9",",0","59.7",",,,0","40.0",",,,0"
"USC00204244","KALAMAZOO STATE HOSPITAL, MI US","42.28333","-85.6","289.6","1970-05","109","0","30",",0,06,","86",",0,22,+","6521","0","63.6",",0","74.4",",,,0","52.8",",,,0"
"USC00204244","KALAMAZOO STATE HOSPITAL, MI US","42.28333","-85.6","289.6","1970-06","282","0","45",",0,04,","92",",0,30,","6558","0","69.5",",0","80.0",",,,0","59.1",",,,0"
"USC00201896","CROSS VILLAGE 1 E, MI US","45.6413","-85.0141","219.8","1970-01","0","0","-23",",0,21,","36",",0,28,","4384","0","16.4",",0","23.4",",,,0","9.4",",,,0"
"USC00201896","CROSS VILLAGE 1 E, MI US","45.6413","-85.0141","219.8","1970-02","0","0","-15",",0,13,","43",",0,01,","5733","0","16.8",",0","26.9",",,,0","6.7",",,,0"
"USC00201896","CROSS VILLAGE 1 E, MI US","45.6413","-85.0141","219.8","1970-03","0","0","-4",",0,29,","50",",0,21,","6976","0","24.9",",0","35.6",",,,0","14.2",",,,0"
"USC00201896","CROSS VILLAGE 1 E, MI US","45.6413","-85.0141","219.8","1970-04","2","0","11",",0,05,","83",",0,29,","7653","0","42.5",",0","52.9",",,,0","32.2",",,,0"
"USC00201896","CROSS VILLAGE 1 E, MI US","45.6413","-85.0141","219.8","1970-05","8","0","29",",0,06,","84",",0,29,","8043","0","52.6",",0","62.5",",,,0","42.7",",,,0"
"USC00201896","CROSS VILLAGE 1 E, MI US","45.6413","-85.0141","219.8","1970-06","54","0","34",",0,20,","84",",0,30,+","8200","0","61.3",",0","73.2",",,,0","49.5",",,,0"
"USC00204127","ISHPEMING, MI US","46.48333","-87.65","438.9","1970-01","0","0","-18",",0,19,","37",",0,31,","5017","0","10.6",",0","20.2",",,,0","0.9",",,,0"
"USC00204127","ISHPEMING, MI US","46.48333","-87.65","438.9","1970-02","0","0","-20",",0,16,","45",",0,23,","6410","0","15.3",",0","27.5",",,,0","3.0",",,,0"
"USC00204127","ISHPEMING, MI US","46.48333","-87.65","438.9","1970-03","0","0","-14",",0,09,","53",",0,21,","7745","0","21.9",",0","34.8",",,,0","9.0",",,,0"
"USC00204127","ISHPEMING, MI US","46.48333","-87.65","438.9","1970-04","1","0","13",",0,11,","77",",0,28,+","8493","0","40.1",",0","51.1",",,,0","29.1",",,,0"
"USC00204127","ISHPEMING, MI US","46.48333","-87.65","438.9","1970-05","6","0","20",",0,06,","84",",0,18,","9001","0","48.8",",0","59.4",",,,0","38.1",",,,0"
"USC00204127","ISHPEMING, MI US","46.48333","-87.65","438.9","1970-06","79","0","34",",0,21,+","92",",0,29,","9128","0","63.2",",0","76.6",",,,0","49.8",",,,0"
"USC00202984","FRANKFORT 2 NE, MI US","44.64822","-86.20986","289.0","1970-01","0","0","2",",0,20,","39",",0,28,","4195","0","18.7",",0","23.9",",,,0","13.5",",,,0"
"USC00202984","FRANKFORT 2 NE, MI US","44.64822","-86.20986","289.0","1970-02","0","0","-2",",0,04,","41",",0,18,","5418","0","21.3",",0","28.3",",,,0","14.3",",,,0"
"USC00202984","FRANKFORT 2 NE, MI US","44.64822","-86.20986","289.0","1970-03","0","0","7","1,0,12,","48",",0,21,","6525","0","28.1","1,0","34.9",",,,0","21.3","1,,,0"
"USC00202984","FRANKFORT 2 NE, MI US","44.64822","-86.20986","289.0","1970-04","9","0","20",",0,11,","86",",0,29,","7147","0","44.6",",0","53.1",",,,0","36.2",",,,0"
"USC00202984","FRANKFORT 2 NE, MI US","44.64822","-86.20986","289.0","1970-05","19","0","30",",0,07,","83",",0,29,","7504","0","53.8",",0","63.0",",,,0","44.5",",,,0"
"USC00202984","FRANKFORT 2 NE, MI US","44.64822","-86.20986","289.0","1970-06","76","0","40",",0,20,+","94",",0,30,","7645","0","62.2",",0","72.2",",,,0","52.3",",,,0"
"USW00094824","KINCHELOE AFB, MI US","46.25","-84.46667","262.1","1970-01","0","0","-29",",0,21,","32",",0,29,+","5226","0","10.0",",0","17.9",",,,0","2.1",",,,0"
"USW00094824","KINCHELOE AFB, MI US","46.25","-84.46667","262.1","1970-02","0","0","-24",",0,13,","40",",0,01,","6706","0","12.1",",0","23.4",",,,0","0.9",",,,0"
"USW00094824","KINCHELOE AFB, MI US","46.25","-84.46667","262.1","1970-03","0","0","-10",",0,08,","47",",0,19,","8084","0","20.5",",0","30.0",",,,0","11.0",",,,0"
"USW00094824","KINCHELOE AFB, MI US","46.25","-84.46667","262.1","1970-04","0","0","12",",0,05,","76",",0,28,","8863","0","39.1",",0","48.2",",,,0","29.9",",,,0"
"USW00094824","KINCHELOE AFB, MI US","46.25","-84.46667","262.1","1970-05","0","0","23",",0,06,","77",",0,21,","9401","0","47.6",",0","56.5",",,,0","38.8",",,,0"
"USW00094824","KINCHELOE AFB, MI US","46.25","-84.46667","262.1","1970-06","20","0","35",",0,21,+","83",",0,17,","9609","0","58.7",",0","72.6",",,,0","44.9",",,,0"
"USC00207253","SAINT CHARLES, MI US","43.3","-84.16667","182.9","1970-01","0","0","-8",",0,24,+","46",",0,28,",,,"16.9",",0","25.6",",,,0","8.2",",,,0"
"USC00207253","SAINT CHARLES, MI US","43.3","-84.16667","182.9","1970-02","0","0","-7",",0,04,","49",",0,01,",,,"23.4",",0","33.0",",,,0","13.9",",,,0"
"USC00207253","SAINT CHARLES, MI US","43.3","-84.16667","182.9","1970-03","0","0","10",",0,08,","54",",0,21,",,,"31.0",",0","40.1",",,,0","21.9",",,,0"
"USC00207253","SAINT CHARLES, MI US","43.3","-84.16667","182.9","1970-04","14","0","20",",0,05,+","85",",0,29,",,,"47.8",",0","58.9",",,,0","36.6",",,,0"
"USC00207253","SAINT CHARLES, MI US","43.3","-84.16667","182.9","1970-05","71","0","29",",0,06,","87","1,0,21,",,,"61.1","1,0","72.8","1,,,0","49.3",",,,0"
"USC00207253","SAINT CHARLES, MI US","43.3","-84.16667","182.9","1970-06","216","0","40",",0,04,","95",",0,30,",,,"68.2",",0","80.6",",,,0","55.7",",,,0"
"USC00205073","MANISTIQUE WWTP, MI US","45.9512","-86.2513","182.9","1970-01","0","0","-18",",0,07,","33",",0,28,","5037","0","11.8",",0","20.9",",,,0","2.6",",,,0"
"USC00205073","MANISTIQUE WWTP, MI US","45.9512","-86.2513","182.9","1970-02","0","0","-33","1,0,04,","41","1,0,24,+","6372","0","13.9","2,0","26.5","1,,,0","1.3","1,,,0"
"USC00205073","MANISTIQUE WWTP, MI US","45.9512","-86.2513","182.9","1970-03",,,"-8","1,0,29,",,,,,,,,,"12.0","1,,,0"
"USC00205073","MANISTIQUE WWTP, MI US","45.9512","-86.2513","182.9","1970-04",,,"12",",0,02,","66",",0,29,",,,"38.2",",0","47.4",",,,0","29.0",",,,0"
"USC00205073","MANISTIQUE WWTP, MI US","45.9512","-86.2513","182.9","1970-05",,,"27",",0,06,","74",",0,29,",,,"48.9",",0","58.9",",,,0","38.9",",,,0"
"USC00205073","MANISTIQUE WWTP, MI US","45.9512","-86.2513","182.9","1970-06",,,"29",",0,21,","93",",0,29,",,,"58.4",",0","71.2",",,,0","45.6",",,,0"
"USC00203290","GRAND HAVEN FIRE DEPARTMENT, MI US","43.06222","-86.22444","189.0","1970-01","0","0","-5",",0,22,","47",",0,28,","3816","0","21.3",",0","27.1",",,,0","15.5",",,,0"
"USC00203290","GRAND HAVEN FIRE DEPARTMENT, MI US","43.06222","-86.22444","189.0","1970-02","0","0","-2",",0,04,","43",",0,18,","4940","0","24.9",",0","31.7",",,,0","18.0",",,,0"
"USC00203290","GRAND HAVEN FIRE DEPARTMENT, MI US","43.06222","-86.22444","189.0","1970-03","0","0","12",",0,29,+","51",",0,19,","5999","0","30.9",",0","38.2",",,,0","23.5",",,,0"
