"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00203290","GRAND HAVEN FIRE DEPARTMENT, MI US","43.06222","-86.22444","189.0","1970-04","14","0","27",",0,07,","85",",0,29,","6544","0","47.3",",0","55.3",",,,0","39.3",",,,0"
"USC00203290","GRAND HAVEN FIRE DEPARTMENT, MI US","43.06222","-86.22444","189.0","1970-05","47","0","30",",0,06,","85",",0,29,","6785","0","58.3",",0","67.3",",,,0","49.3",",,,0"
"USC00203290","GRAND HAVEN FIRE DEPARTMENT, MI US","43.06222","-86.22444","189.0","1970-06","143","0","46",",0,25,","88",",0,12,","6847","0","66.1",",0","74.4",",,,0","57.8",",,,0"
"USC00208184","THREE RIVERS, MI US","41.9299","-85.6385","246.9","1970-01","0","0","-16",",0,22,","50",",0,29,","4126","0","17.3",",0","26.2",",,,0","8.3",",,,0"
"USC00208184","THREE RIVERS, MI US","41.9299","-85.6385","246.9","1970-02","0","0","-6",",0,04,","52",",0,25,","5262","0","24.4",",0","33.5",",,,0","15.4",",,,0"
"USC00208184","THREE RIVERS, MI US","41.9299","-85.6385","246.9","1970-03","0","0","9",",0,15,","53",",0,22,","6310","0","31.2",",0","39.4",",,,0","22.9",",,,0"
"USC00208184","THREE RIVERS, MI US","41.9299","-85.6385","246.9","1970-04","13","0","22",",0,03,","82",",0,30,","6848","0","47.5",",0","57.6",",,,0","37.3",",,,0"
"USC00208184","THREE RIVERS, MI US","41.9299","-85.6385","246.9","1970-05","87","0","28",",0,06,+","86",",0,23,+","7017","0","61.9",",0","72.8",",,,0","51.1",",,,0"
"USC00208184","THREE RIVERS, MI US","41.9299","-85.6385","246.9","1970-06","223","0","41",",0,20,","90",",0,30,+","7082","0","67.4",",0","78.2",",,,0","56.5",",,,0"
"USC00207097","ROMEO 1 N, MI US","42.81667","-83.01667","244.1","1970-01",,,,,,,,,,,,,,
"USC00207097","ROMEO 1 N, MI US","42.81667","-83.01667","244.1","1970-02",,,,,,,,,,,,,,
"USC00207097","ROMEO 1 N, MI US","42.81667","-83.01667","244.1","1970-03",,,,,,,,,,,,,,
"USC00207097","ROMEO 1 N, MI US","42.81667","-83.01667","244.1","1970-04",,,,,,,,,,,,,,
"USC00207097","ROMEO 1 N, MI US","42.81667","-83.01667","244.1","1970-05",,,,,,,,,,,,,,
"USC00207097","ROMEO 1 N, MI US","42.81667","-83.01667","244.1","1970-06",,,,,,,,,,,,,,
"USC00203965","HUBBARDSTON, MI US","43.1","-84.83333","235.0","1970-02",,,,,,,,,,,,,,
"USC00204257","KALKASKA, MI US","44.728","-85.1727","315.5","1970-01",,,,,,,,,,,,,,
"USC00204257","KALKASKA, MI US","44.728","-85.1727","315.5","1970-02",,,,,,,,,,,,,,
"USC00204257","KALKASKA, MI US","44.728","-85.1727","315.5","1970-03",,,,,,,,,,,,,,
"USC00204257","KALKASKA, MI US","44.728","-85.1727","315.5","1970-04",,,,,,,,,,,,,,
"USC00204257","KALKASKA, MI US","44.728","-85.1727","315.5","1970-05",,,,,,,,,,,,,,
"USC00204257","KALKASKA, MI US","44.728","-85.1727","315.5","1970-06",,,,,,,,,,,,,,
"USC00207405","SCOTTVILLE 1 NE, MI US","43.96667","-86.26667","207.0","1970-01",,,,,,,,,,,,,,
"USC00207405","SCOTTVILLE 1 NE, MI US","43.96667","-86.26667","207.0","1970-02",,,,,,,,,,,,,,
"USC00207405","SCOTTVILLE 1 NE, MI US","43.96667","-86.26667","207.0","1970-03",,,,,,,,,,,,,,
"USC00207405","SCOTTVILLE 1 NE, MI US","43.96667","-86.26667","207.0","1970-04",,,,,,,,,,,,,,
"USC00207405","SCOTTVILLE 1 NE, MI US","43.96667","-86.26667","207.0","1970-05",,,,,,,,,,,,,,
"USC00207405","SCOTTVILLE 1 NE, MI US","43.96667","-86.26667","207.0","1970-06",,,,,,,,,,,,,,
"USC00202754","FENTON, MI US","42.81167","-83.70444","271.3","1970-01",,,,,,,,,,,,,,
"USC00202754","FENTON, MI US","42.81167","-83.70444","271.3","1970-02",,,,,,,,,,,,,,
"USC00202754","FENTON, MI US","42.81167","-83.70444","271.3","1970-03",,,,,,,,,,,,,,
"USC00202754","FENTON, MI US","42.81167","-83.70444","271.3","1970-04",,,,,,,,,,,,,,
"USC00202754","FENTON, MI US","42.81167","-83.70444","271.3","1970-05",,,,,,,,,,,,,,
"USC00202754","FENTON, MI US","42.81167","-83.70444","271.3","1970-06",,,,,,,,,,,,,,
"USC00204655","LAPEER WWTP, MI US","43.0608","-83.3074","249.9","1970-01","0","0","-13",",0,14,","48",",0,29,","4216","0","15.7",",0","24.7",",,,0","6.7",",,,0"
"USC00204655","LAPEER WWTP, MI US","43.0608","-83.3074","249.9","1970-02","0","0","-12","1,0,13,","48",",0,24,+","5336","0","23.5","1,0","33.2",",,,0","13.8","1,,,0"
"USC00204655","LAPEER WWTP, MI US","43.0608","-83.3074","249.9","1970-03","0","0","7",",0,16,+","48","1,0,21,+","6379","0","30.0","1,0","39.7","1,,,0","20.4",",,,0"
"USC00204655","LAPEER WWTP, MI US","43.0608","-83.3074","249.9","1970-04","17","0","18",",0,03,","84",",0,29,","6904","0","48.1",",0","59.3",",,,0","36.9",",,,0"
"USC00204655","LAPEER WWTP, MI US","43.0608","-83.3074","249.9","1970-05","77","0","30",",0,06,","86",",0,21,","7100","0","60.6",",0","72.2",",,,0","49.0",",,,0"
"USC00204655","LAPEER WWTP, MI US","43.0608","-83.3074","249.9","1970-06","218","0","37",",0,04,","90",",0,17,","7169","0","67.4",",0","79.6",",,,0","55.2",",,,0"
"USW00094836","GWINN K I SAWYER AFB, MI US","46.35","-87.4","372.2","1970-01","0","X","-19","1,X,21,","34","1,X,31,",,,"7.4","2,X","16.1","1,,,X","-1.4","1,,,X"
"USW00094836","GWINN K I SAWYER AFB, MI US","46.35","-87.4","372.2","1970-02","0","X","-25",",X,14,","43",",X,23,",,,"10.6",",X","21.5",",,,X","-0.3",",,,X"
"USW00094836","GWINN K I SAWYER AFB, MI US","46.35","-87.4","372.2","1970-03","0","X","-5","1,X,08,","49","1,X,22,",,,"21.2","2,X","31.2","1,,,X","11.3","1,,,X"
"USW00094836","GWINN K I SAWYER AFB, MI US","46.35","-87.4","372.2","1970-04","0","X","13",",X,01,","76",",X,28,",,,"38.7",",X","48.6",",,,X","28.9",",,,X"
"USW00094836","GWINN K I SAWYER AFB, MI US","46.35","-87.4","372.2","1970-05","0","X","21",",X,06,","85",",X,18,",,,"45.5",",X","54.5",",,,X","36.4",",,,X"
"USW00094836","GWINN K I SAWYER AFB, MI US","46.35","-87.4","372.2","1970-06","41","X","31",",X,20,","94",",X,29,",,,"59.7",",X","72.8",",,,X","46.7",",,,X"
"USC00206690","PORTLAND, MI US","42.8564","-84.9122","219.5","1970-02",,,,,,,,,,,,,,
"USC00206690","PORTLAND, MI US","42.8564","-84.9122","219.5","1970-03",,,,,,,,,,,,,,
"USC00206690","PORTLAND, MI US","42.8564","-84.9122","219.5","1970-04",,,,,,,,,,,,,,
"USC00206690","PORTLAND, MI US","42.8564","-84.9122","219.5","1970-05",,,,,,,,,,,,,,
"USC00206210","ONTONAGON, MI US","46.86667","-89.31667","214.0","1970-01","0","0","-28",",0,22,","35",",0,28,","4934","0","11.7",",0","20.4",",,,0","2.9",",,,0"
"USC00206210","ONTONAGON, MI US","46.86667","-89.31667","214.0","1970-02","0","0","-28",",0,14,+","50",",0,24,","6412","0","12.2",",0","25.8",",,,0","-1.4",",,,0"
"USC00206210","ONTONAGON, MI US","46.86667","-89.31667","214.0","1970-03","0","0","-9",",0,09,","40",",0,19,","7803","0","20.1",",0","31.0",",,,0","9.2",",,,0"
"USC00206210","ONTONAGON, MI US","46.86667","-89.31667","214.0","1970-04","0","0","2",",0,02,","81",",0,30,","8559","0","39.8",",0","50.7",",,,0","28.9",",,,0"
"USC00206210","ONTONAGON, MI US","46.86667","-89.31667","214.0","1970-05","3","0","31",",0,02,","85",",0,29,","9059","0","49.0",",0","59.2",",,,0","38.7",",,,0"
"USC00206210","ONTONAGON, MI US","46.86667","-89.31667","214.0","1970-06","42","0","35",",0,03,","86",",0,18,","9218","0","61.0",",0","73.4",",,,0","48.6",",,,0"
"USC00205000","MACKINAW CITY 2, MI US","45.78333","-84.73333","180.1","1970-01","0","0","-14",",0,21,","35",",0,28,","4290","0","15.4",",0","22.1",",,,0","8.7",",,,0"
"USC00205000","MACKINAW CITY 2, MI US","45.78333","-84.73333","180.1","1970-02","0","0","-16",",0,03,","45",",0,01,","5643","0","16.7",",0","27.0",",,,0","6.3",",,,0"
"USC00205000","MACKINAW CITY 2, MI US","45.78333","-84.73333","180.1","1970-03","0","0","0",",0,09,","46",",0,21,","6903","0","24.3",",0","33.5",",,,0","15.2",",,,0"
"USC00205000","MACKINAW CITY 2, MI US","45.78333","-84.73333","180.1","1970-04","0","0","14",",0,01,","66",",0,30,+","7644","0","40.3",",0","49.3",",,,0","31.3",",,,0"
"USC00205000","MACKINAW CITY 2, MI US","45.78333","-84.73333","180.1","1970-05","0","0","33",",0,06,","76",",0,21,","8111","0","49.9",",0","57.8",",,,0","42.1",",,,0"
"USC00205000","MACKINAW CITY 2, MI US","45.78333","-84.73333","180.1","1970-06","65","0","42",",0,19,","85",",0,17,+","8239","0","62.9",",0","73.0",",,,0","52.7",",,,0"
"USC00202250","DOWAGIAC 1 W, MI US","41.9856","-86.132","225.6","1970-01","0","0","-15",",0,22,","50",",0,29,+","4089","0","18.8",",0","27.0",",,,0","10.7",",,,0"
"USC00202250","DOWAGIAC 1 W, MI US","41.9856","-86.132","225.6","1970-02","0","0","-9",",0,14,","49",",0,25,+","5211","0","24.9",",0","33.7",",,,0","16.2",",,,0"
"USC00202250","DOWAGIAC 1 W, MI US","41.9856","-86.132","225.6","1970-03","0","0","2",",0,15,","47",",0,06,","6286","0","30.3",",0","39.1",",,,0","21.6",",,,0"
"USC00202250","DOWAGIAC 1 W, MI US","41.9856","-86.132","225.6","1970-04","15","0","23",",0,11,","80",",0,30,+","6781","0","49.0",",0","59.4",",,,0","38.6",",,,0"
"USC00202250","DOWAGIAC 1 W, MI US","41.9856","-86.132","225.6","1970-05","90","0","27",",0,06,","86","2,0,23,","6927","0","62.6","2,0","74.3","2,,,0","51.0",",,,0"
"USC00202250","DOWAGIAC 1 W, MI US","41.9856","-86.132","225.6","1970-06","225","0","40",",0,04,","92",",0,30,","6992","0","67.3",",0","78.7",",,,0","55.9",",,,0"
"USC00203616","HARRISON 1 NNW, MI US","44.03333","-84.8","352.3","1970-01",,,,,,,,,,,,,,
"USC00203616","HARRISON 1 NNW, MI US","44.03333","-84.8","352.3","1970-02",,,,,,,,,,,,,,
"USC00203616","HARRISON 1 NNW, MI US","44.03333","-84.8","352.3","1970-03",,,,,,,,,,,,,,
"USC00203616","HARRISON 1 NNW, MI US","44.03333","-84.8","352.3","1970-04",,,,,,,,,,,,,,
"USC00203616","HARRISON 1 NNW, MI US","44.03333","-84.8","352.3","1970-05",,,,,,,,,,,,,,
"USC00203616","HARRISON 1 NNW, MI US","44.03333","-84.8","352.3","1970-06",,,,,,,,,,,,,,
"USC00203858","HOLLAND WTP, MI US","42.7989","-86.20635","184.4","1970-01","0","0","-10",",0,24,","50",",0,28,","3988","0","19.2",",0","26.8",",,,0","11.6",",,,0"
"USC00203858","HOLLAND WTP, MI US","42.7989","-86.20635","184.4","1970-02","0","0","-6",",0,04,","45",",0,08,","5126","0","24.4",",0","32.3",",,,0","16.4",",,,0"
"USC00203858","HOLLAND WTP, MI US","42.7989","-86.20635","184.4","1970-03","0","0","2",",0,15,","51",",0,19,","6210","0","30.0",",0","39.3",",,,0","20.8",",,,0"
"USC00203858","HOLLAND WTP, MI US","42.7989","-86.20635","184.4","1970-04","13","0","23",",0,07,","84",",0,29,","6761","0","47.1",",0","57.1",",,,0","37.0",",,,0"
"USC00203858","HOLLAND WTP, MI US","42.7989","-86.20635","184.4","1970-05","62","0","26",",0,06,","84",",0,29,+","6951","0","60.4",",0","71.2",",,,0","49.6",",,,0"
"USC00203858","HOLLAND WTP, MI US","42.7989","-86.20635","184.4","1970-06","190","0","40",",0,25,","88",",0,30,+","7013","0","67.2",",0","78.2",",,,0","56.2",",,,0"
"USC00200864","BLOOMINGDALE, MI US","42.3838","-85.9626","224.3","1970-01","0","0","-11",",0,22,","48",",0,29,","4314","0","17.7",",0","26.0",",,,0","9.4",",,,0"
"USC00200864","BLOOMINGDALE, MI US","42.3838","-85.9626","224.3","1970-02","0","0","-8",",0,04,","45",",0,25,+","5497","0","22.7",",0","32.6",",,,0","12.9",",,,0"
"USC00200864","BLOOMINGDALE, MI US","42.3838","-85.9626","224.3","1970-03","0","0","-1",",0,15,","52",",0,20,","6624","0","28.6",",0","38.1",",,,0","19.2",",,,0"
"USC00200864","BLOOMINGDALE, MI US","42.3838","-85.9626","224.3","1970-04","16","0","18","1,0,01,","84","1,0,30,","7181","0","46.4","1,0","56.6","1,,,0","36.2","1,,,0"
"USC00200864","BLOOMINGDALE, MI US","42.3838","-85.9626","224.3","1970-05","92","0","27",",0,06,","88",",0,22,","7381","0","61.0",",0","72.4",",,,0","49.5",",,,0"
"USC00200864","BLOOMINGDALE, MI US","42.3838","-85.9626","224.3","1970-06","234","0","40",",0,20,","93",",0,13,","7457","0","67.2",",0","79.0",",,,0","55.5",",,,0"
"USC00204944","LOWELL, MI US","42.92793","-85.34013","199.9","1970-01",,,,,,,,,,,,,,
"USC00204944","LOWELL, MI US","42.92793","-85.34013","199.9","1970-02",,,,,,,,,,,,,,
"USC00204944","LOWELL, MI US","42.92793","-85.34013","199.9","1970-03",,,,,,,,,,,,,,
"USC00204944","LOWELL, MI US","42.92793","-85.34013","199.9","1970-04",,,,,,,,,,,,,,
"USC00204944","LOWELL, MI US","42.92793","-85.34013","199.9","1970-05",,,,,,,,,,,,,,
"USC00204944","LOWELL, MI US","42.92793","-85.34013","199.9","1970-06",,,,,,,,,,,,,,
"USC00207419","SEBEWAING, MI US","43.73194","-83.45917","178.0","1970-01",,,,,,,,,,,,,,
"USC00207419","SEBEWAING, MI US","43.73194","-83.45917","178.0","1970-02",,,,,,,,,,,,,,
"USC00207419","SEBEWAING, MI US","43.73194","-83.45917","178.0","1970-03",,,,,,,,,,,,,,
"USC00207419","SEBEWAING, MI US","43.73194","-83.45917","178.0","1970-04",,,,,,,,,,,,,,
"USC00207419","SEBEWAING, MI US","43.73194","-83.45917","178.0","1970-05",,,,,,,,,,,,,,
"USC00207419","SEBEWAING, MI US","43.73194","-83.45917","178.0","1970-06",,,,,,,,,,,,,,
"USC00201439","CHAMPION VAN RIPER P, MI US","46.5193","-87.9859","487.4","1970-01","0","0","-32",",0,19,","36",",0,31,","5560","0","7.0",",0","18.9",",,,0","-5.0",",,,0"
"USC00201439","CHAMPION VAN RIPER P, MI US","46.5193","-87.9859","487.4","1970-02","0","0","-34","1,0,14,","45","1,0,23,","6992","0","10.5","2,0","25.8","1,,,0","-4.9","1,,,0"
"USC00201439","CHAMPION VAN RIPER P, MI US","46.5193","-87.9859","487.4","1970-03","0","0","-18",",0,09,","51",",0,22,+","8414","0","19.1",",0","34.9",",,,0","3.3",",,,0"
"USC00201439","CHAMPION VAN RIPER P, MI US","46.5193","-87.9859","487.4","1970-04","0","0","4",",0,11,+","80",",0,30,","9235","0","37.7",",0","50.9",",,,0","24.4",",,,0"
"USC00201439","CHAMPION VAN RIPER P, MI US","46.5193","-87.9859","487.4","1970-05","8","0","14",",0,06,","83",",0,19,+","9779","0","47.7",",0","60.1",",,,0","35.3",",,,0"
"USC00201439","CHAMPION VAN RIPER P, MI US","46.5193","-87.9859","487.4","1970-06","39","0","28",",0,20,","91",",0,30,","9938","0","60.7",",0","77.1",",,,0","44.4",",,,0"
"USC00207812","STAMBAUGH 2 SSE, MI US","46.0555","-88.6275","442.0","1970-01","0","0","-31",",0,21,","37",",0,31,","5501","0","5.9",",0","18.9",",,,0","-7.2",",,,0"
"USC00207812","STAMBAUGH 2 SSE, MI US","46.0555","-88.6275","442.0","1970-02","0","0","-35",",0,14,","43",",0,24,+","6994","0","11.7",",0","26.7",",,,0","-3.4",",,,0"
"USC00207812","STAMBAUGH 2 SSE, MI US","46.0555","-88.6275","442.0","1970-03","0","0","-12",",0,09,","56",",0,21,","8356","0","21.0",",0","36.0",",,,0","6.1",",,,0"
"USC00207812","STAMBAUGH 2 SSE, MI US","46.0555","-88.6275","442.0","1970-04","9","0","9",",0,11,","85",",0,30,+","9081","0","41.2",",0","54.2",",,,0","28.2",",,,0"
"USC00207812","STAMBAUGH 2 SSE, MI US","46.0555","-88.6275","442.0","1970-05","23","0","19",",0,06,","85",",0,19,","9492","0","52.2",",0","64.7",",,,0","39.6",",,,0"
"USC00207812","STAMBAUGH 2 SSE, MI US","46.0555","-88.6275","442.0","1970-06","84","0","31",",0,25,+","92",",0,30,+","9630","0","62.5",",0","77.3",",,,0","47.7",",,,0"
"USC00200343","ATLANTA 5 WNW, MI US","45.02833","-84.23306","359.7","1970-01","0","0","-23",",0,21,","37",",0,29,","4547","0","13.7",",0","26.7",",,,0","0.8",",,,0"
"USC00200343","ATLANTA 5 WNW, MI US","45.02833","-84.23306","359.7","1970-02",,,"-23",",0,14,",,,,,,,,,"3.7",",,,0"
"USC00200343","ATLANTA 5 WNW, MI US","45.02833","-84.23306","359.7","1970-03",,,"-15",",0,29,","53",",0,22,",,,"24.0",",0","37.0",",,,0","10.9",",,,0"
"USC00200343","ATLANTA 5 WNW, MI US","45.02833","-84.23306","359.7","1970-04",,,"12",",0,05,+","86","2,0,30,",,,"42.4","2,0","55.0","2,,,0","29.8",",,,0"
"USC00200343","ATLANTA 5 WNW, MI US","45.02833","-84.23306","359.7","1970-05",,,"25",",0,03,","88",",0,22,",,,"54.7",",0","67.6",",,,0","41.8",",,,0"
"USC00200343","ATLANTA 5 WNW, MI US","45.02833","-84.23306","359.7","1970-06",,,"31",",0,19,","88",",0,30,+",,,"62.0",",0","76.8",",,,0","47.3",",,,0"
"USC00201675","COLDWATER ST SCHOOL, MI US","41.9622","-84.9925","299.9","1970-01","0","0","-11",",0,22,+","50",",0,28,","4254","0","16.4",",0","25.8",",,,0","7.0",",,,0"
"USC00201675","COLDWATER ST SCHOOL, MI US","41.9622","-84.9925","299.9","1970-02","0","0","-7",",0,14,","52",",0,24,","5411","0","23.7",",0","33.6",",,,0","13.7",",,,0"
"USC00201675","COLDWATER ST SCHOOL, MI US","41.9622","-84.9925","299.9","1970-03","0","0","8",",0,15,","54",",0,21,","6472","0","30.8",",0","39.7",",,,0","21.8",",,,0"
"USC00201675","COLDWATER ST SCHOOL, MI US","41.9622","-84.9925","299.9","1970-04","12","0","25",",0,05,+","80",",0,30,+","7002","0","47.7",",0","57.7",",,,0","37.7",",,,0"
"USC00201675","COLDWATER ST SCHOOL, MI US","41.9622","-84.9925","299.9","1970-05","61","0","26",",0,05,","85",",0,22,+","7216","0","59.7",",0","71.0",",,,0","48.4",",,,0"
"USC00201675","COLDWATER ST SCHOOL, MI US","41.9622","-84.9925","299.9","1970-06","192","0","41",",0,20,","93",",0,30,","7299","0","66.6",",0","78.4",",,,0","54.7",",,,0"
"USC00206184","ONAWAY 4 N, MI US","45.4108","-84.2233","227.1","1970-01","0","0","-18",",0,21,","40",",0,31,","4549","0","13.7",",0","23.0",",,,0","4.5",",,,0"
"USC00206184","ONAWAY 4 N, MI US","45.4108","-84.2233","227.1","1970-02","0","0","-16",",0,04,","47",",0,01,","5908","0","16.5",",0","28.1",",,,0","4.8",",,,0"
"USC00206184","ONAWAY 4 N, MI US","45.4108","-84.2233","227.1","1970-03","0","0","-10",",0,29,","52",",0,19,","7155","0","24.7",",0","36.0",",,,0","13.5",",,,0"
"USC00206184","ONAWAY 4 N, MI US","45.4108","-84.2233","227.1","1970-04","14","0","11",",0,01,","88",",0,29,","7817","0","43.4",",0","55.4",",,,0","31.4",",,,0"
"USC00206184","ONAWAY 4 N, MI US","45.4108","-84.2233","227.1","1970-05","31","0","30",",0,06,+","86",",0,21,","8163","0","54.4",",0","66.4",",,,0","42.3",",,,0"
"USC00206184","ONAWAY 4 N, MI US","45.4108","-84.2233","227.1","1970-06","112","0","36",",0,20,","92",",0,17,","8271","0","64.1",",0","79.6",",,,0","48.7",",,,0"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","1970-01","0","0","-10",",0,22,","49",",0,28,","4032","0","16.6",",0","25.6",",,,0","7.5",",,,0"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","1970-02","0","0","-6",",0,14,","51",",0,24,","5169","0","24.4",",0","33.0",",,,0","15.8",",,,0"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","1970-03","0","0","12",",0,08,","56",",0,21,","6167","0","32.8",",0","40.7",",,,0","24.9",",,,0"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","1970-04","16","0","24",",0,05,","85",",0,30,","6653","0","49.3",",0","59.2",",,,0","39.4",",,,0"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","1970-05","63","0","33",",0,07,","85",",0,22,+","6827","0","60.9",",0","71.7",",,,0","50.1",",,,0"
"USW00094847","DETROIT METRO AIRPORT, MI US","42.23113","-83.33121","191.9","1970-06","217","0","43",",0,20,","94",",0,30,","6880","0","68.4",",0","79.2",",,,0","57.5",",,,0"
"USC00207277","BEAVER ISLAND, MI US","45.6911","-85.5463","204.8","1970-01","0","0","-8",",0,21,","35",",0,28,+","4246","0","19.0",",0","24.9",",,,0","13.1",",,,0"
"USC00207277","BEAVER ISLAND, MI US","45.6911","-85.5463","204.8","1970-02","0","0","-10",",0,03,","41",",0,01,","5562","0","18.0",",0","26.4",",,,0","9.6",",,,0"
"USC00207277","BEAVER ISLAND, MI US","45.6911","-85.5463","204.8","1970-03","0","0","2",",0,29,","45",",0,21,","6799","0","25.1",",0","33.5",",,,0","16.7",",,,0"
"USC00207277","BEAVER ISLAND, MI US","45.6911","-85.5463","204.8","1970-04","0","0","18","1,0,01,","67","1,0,30,","7546","0","39.2","1,0","47.6","1,,,0","30.9","1,,,0"
"USC00207277","BEAVER ISLAND, MI US","45.6911","-85.5463","204.8","1970-05",,,,,,,,,,,,,,
"USC00207277","BEAVER ISLAND, MI US","45.6911","-85.5463","204.8","1970-06",,,"34",",0,20,","82",",0,17,",,,"60.3",",0","71.1",",,,0","49.6",",,,0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","45.0716","-83.56451","208.3","1970-01","0","0","-18",",0,19,","44",",0,31,","4844","0","13.5",",0","23.6",",,,0","3.5",",,,0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","45.0716","-83.56451","208.3","1970-02","0","0","-23",",0,04,","49",",0,01,","6201","0","16.5",",0","28.6",",,,0","4.4",",,,0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","45.0716","-83.56451","208.3","1970-03","0","0","-8",",0,29,","49",",0,21,","7464","0","24.3",",0","34.6",",,,0","13.9",",,,0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","45.0716","-83.56451","208.3","1970-04","2","0","13",",0,01,","79",",0,30,+","8158","0","41.9",",0","53.5",",,,0","30.3",",,,0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","45.0716","-83.56451","208.3","1970-05","12","0","25",",0,06,","90",",0,21,","8583","0","51.6",",0","62.3",",,,0","41.0",",,,0"
"USW00094849","ALPENA CO REGIONAL AIRPORT, MI US","45.0716","-83.56451","208.3","1970-06","68","0","36",",0,20,","91",",0,29,+","8750","0","61.3",",0","74.9",",,,0","47.6",",,,0"
"USC00202381","EAST JORDAN, MI US","45.15179","-85.1324","178.9","1970-01","0","0","-28",",0,21,","40",",0,31,","4479","0","16.7",",0","24.4",",,,0","9.0",",,,0"
"USC00202381","EAST JORDAN, MI US","45.15179","-85.1324","178.9","1970-02","0","0","-18",",0,16,","45","1,0,01,","5725","0","18.6","1,0","30.2","1,,,0","7.0",",,,0"
"USC00202381","EAST JORDAN, MI US","45.15179","-85.1324","178.9","1970-03","0","0","-7",",0,29,","49",",0,19,","6986","0","24.3",",0","35.5",",,,0","13.2",",,,0"
"USC00202381","EAST JORDAN, MI US","45.15179","-85.1324","178.9","1970-04","10","0","16",",0,11,","88",",0,29,","7616","0","44.3",",0","56.4",",,,0","32.3",",,,0"
"USC00202381","EAST JORDAN, MI US","45.15179","-85.1324","178.9","1970-05","32","0","19",",0,06,","86",",0,21,","7920","0","55.9",",0","67.7",",,,0","44.1",",,,0"
"USC00202381","EAST JORDAN, MI US","45.15179","-85.1324","178.9","1970-06","96","0","31","1,0,20,","91",",0,30,","8034","0","63.4","1,0","78.4",",,,0","48.5","1,,,0"
"USC00205892","NILES, MI US","41.8405","-86.2658","198.1","1970-01",,,,,,,,,,,,,,
"USC00205892","NILES, MI US","41.8405","-86.2658","198.1","1970-02",,,,,,,,,,,,,,
"USC00205892","NILES, MI US","41.8405","-86.2658","198.1","1970-03",,,,,,,,,,,,,,
"USC00205892","NILES, MI US","41.8405","-86.2658","198.1","1970-04",,,,,,,,,,,,,,
"USC00205892","NILES, MI US","41.8405","-86.2658","198.1","1970-05",,,,,,,,,,,,,,
"USC00205892","NILES, MI US","41.8405","-86.2658","198.1","1970-06",,,,,,,,,,,,,,
"USC00205097","MAPLE CITY 1 E, MI US","44.855","-85.8352","243.5","1970-01","0","0","-4",",0,15,","38",",0,29,+","4317","0","17.8",",0","23.9",",,,0","11.7",",,,0"
"USC00205097","MAPLE CITY 1 E, MI US","44.855","-85.8352","243.5","1970-02","0","0","-10",",0,16,","44",",0,01,","5569","0","20.3",",0","29.2",",,,0","11.4",",,,0"
"USC00205097","MAPLE CITY 1 E, MI US","44.855","-85.8352","243.5","1970-03","0","0","0",",0,29,","49",",0,21,","6789","0","25.6",",0","35.0",",,,0","16.2",",,,0"
"USC00205097","MAPLE CITY 1 E, MI US","44.855","-85.8352","243.5","1970-04","18","0","13",",0,11,","89",",0,29,","7415","0","44.7",",0","55.2",",,,0","34.2",",,,0"
"USC00205097","MAPLE CITY 1 E, MI US","44.855","-85.8352","243.5","1970-05","48","0","22",",0,06,","85",",0,21,","7746","0","55.3",",0","66.7",",,,0","43.9",",,,0"
"USC00205097","MAPLE CITY 1 E, MI US","44.855","-85.8352","243.5","1970-06","146","0","34",",0,20,","91",",0,30,","7856","0","64.6",",0","78.0",",,,0","51.2",",,,0"
"USC00202140","DIMONDALE 1 WSW, MI US","42.6444","-84.6503","266.7","1970-02",,,,,,,,,,,,,,
"USC00202140","DIMONDALE 1 WSW, MI US","42.6444","-84.6503","266.7","1970-03",,,,,,,,,,,,,,
"USC00202140","DIMONDALE 1 WSW, MI US","42.6444","-84.6503","266.7","1970-04",,,,,,,,,,,,,,
"USC00202140","DIMONDALE 1 WSW, MI US","42.6444","-84.6503","266.7","1970-05",,,,,,,,,,,,,,
"USC00203627","HARRISVILLE, MI US","44.65","-83.3","198.1","1970-01","0","0","-22",",0,24,","41",",0,31,","4554","0","13.6",",0","25.2",",,,0","2.0",",,,0"
"USC00203627","HARRISVILLE, MI US","44.65","-83.3","198.1","1970-02","0","0","-28",",0,04,","45",",0,01,","5853","0","18.6",",0","30.5",",,,0","6.7",",,,0"
