"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","EMNT","EMXT","HDSD","TAVG","TMAX","TMIN"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","1995-07","137.6","6.1","32.2","38.6","19.0","24.5","13.5"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","1995-08","210.2","11.7","30.6","48.0","20.4","25.1","15.7"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","1995-09","216.8","0.6","28.3","213.2","13.1","18.0","8.1"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","1995-10","217.9","-1.7","28.3","521.2","8.4","12.1","4.8"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","1995-11","217.9","-13.3","8.3","1152.9","-2.7","1.5","-6.9"
"USC00205690","MUNISING, MI US","46.4121","-86.6625","207.3","1995-12","217.9","-19.4","3.3","1940.9","-7.1","-3.2","-10.9"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","1995-07","145.0","5.0","36.7","26.3","19.7","26.5","12.9"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","1995-08","231.6","7.2","32.8","34.9","20.9","27.0","14.7"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","1995-09","236.9","-2.8","30.0","240.5","11.6","19.4","3.9"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","1995-10","240.0","-4.4","27.8","547.8","8.5","14.0","3.0"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","1995-11","240.0","-18.3","13.3","1193.4","-3.2","0.6","-7.0"
"USC00203391","GRAYLING, MI US","44.64536","-84.69921","350.8","1995-12","240.0","-29.4","3.3","1962.8","-8.3","-3.7","-13.0"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","1995-07",,,,,,,
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","1995-08",,"11.7","32.8",,"23.4","27.8","18.9"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","1995-09",,,,,,,
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","1995-10",,"-2.2","26.7",,"10.9","16.4","5.5"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","1995-11",,"-10.6","16.7",,"-0.1","4.8","-5.0"
"USC00205452","MILFORD GM PROVING GROUND, MI US","42.5794","-83.6844","295.7","1995-12",,,,,,,
"USC00208680","WATERSMEET, MI US","46.2778","-89.1742","484.6","1995-07",,"5.6","35.6","27.0","19.4","25.9","13.0"
"USC00208680","WATERSMEET, MI US","46.2778","-89.1742","484.6","1995-08",,"6.7","31.1","40.5","20.5","26.3","14.6"
"USC00208680","WATERSMEET, MI US","46.2778","-89.1742","484.6","1995-11",,,,,,,
